Index,Entry Word,Part of Speech,Affix,Definition
2028,šrafcigeri,n m,,screwdriver
2029,šrafo,n m,,screw
2030,Srbija,n f,,Serbia
2031,srna,n f,,roe
2032,srndaćo,n m,,roebuck
2033,srpo,n m,,sickle
2034,stablo,n m,,trunk
2035,staďi,n f,,cap
2036,tabano,n m,,sole (of the foot)
2037,tačka,n f,,point
2038,tačno,adj,,accurate
2039,tačno,adv mod,,accurately
2040,taksi,n m,,"taxi, cab"
2041,talaj,prep,,"below, beneath"
2042,talajŕat,adv temp,,"this evening, in the evening"
2043,tambura,n f,,guitar
2044,taraba,n f,,fence
2045,tasavipe,n m,,"suffocation, strangling"
2046,tasavol,v tr,,"choke, strangle"
2047,tasavol,v itr,,suffocate
2048,tatarol,v tr,,"heat, warm"
2049,tatipe,n m,,"1. heat, warmth 2. heating"
2050,tato,adj m,,"warm, hot"
2051,tatraďi,n m,,Wednesday
2052,taxtaj,n m,,glass (drinking glass)
2053,taxtajoro,n m,,glass (for drinking)
2054,te či,conj,,unless
2055,teatro,n m,,theatre
2056,tečej,n m,,course
2057,tečno,adj,,liquid
2058,tek,adv temp,,just
2059,teksto,n m,,text
2060,telal,adv loc,,below
2061,teľaripe,n m,,"1. start, beginning 2. movement 3. try, attempt 4. content"
2062,teľarol,v tr,,start
2063,tele,n m,,"calf, maverick"
2064,tele,adv loc,,"down, underneath"
2065,telefoniril,v itr,,phone
2066,telefono,n m,,telephone
2067,telegramo,n m,,telegram
2068,televizija,n f,,television
2069,teluni drza,n phr f,,underwear
2070,teluni soxa,n phr f,,underskirt
2071,tema,n f,,theme
2072,temeľo,n m,,"basis, bedrock, fundament"
2073,temperatura,n f,,1. fever 2. temperature
2074,tenko,n m,,tank
2075,tepixo,n m,,1. carpet 2. floor
2076,ternipe,n m,,youth
2077,terno,adj m,,young
2078,terno džućhel,n phr m,,puppy
2079,tesači,n m,,carpenter
2080,tesno,adj,,tight
2081,testera,n f,,saw
2082,thaj,conj,,and
2083,than,n m,,"place, location"
2084,thav,n m,,"thread, twine, sewing cotton"
2085,thejara,adv temp,,tomorrow
2086,thejaresko,adj m,,tomorrow's
2087,them,n m,,1. world 2. nation 3. people
2088,themesko,adj m,,national
2089,thol,v tr,,"1. set, lay, seat, place, put 2. pour 3. add 4. load 5. plug 6. wash"
2090,thol ando paj,v phr tr,,dip
2091,thol e drze,v phr tr,,pack
2092,thol jag,v phr tr,,set fire
2093,thol jekh pe avreste,v phr tr,,pack in
2094,thol muj,v phr itr,,"shout, scream, yell"
2095,thol o kvasco,v phr tr,,leaven (dough)
2096,thol okojaring,v phr tr,,shift
2097,thol pe,v itr,,have a bath
2098,thud,n m,,milk
2099,thulo,adj m,,fat
2100,tigaja,n f,,"pan, frying pan"
2101,tigaňo,n m,,"pan, frying pan"
2102,tigro,n m,,tiger
2103,tijari,n m,,plate
2104,tiňol,v itr,,"glow, smoulder"
2105,tobožno,adj m,,supposed
2106,tocilo,n m,,whetstone
2107,tomna,n m,,autumn
2108,totica,n f,,Slovakian woman
2109,tover,n m,,axe
2110,tradicionalno,adj,,traditional
2111,tradol,v tr,,"1. drive (car etc.), drive (cattle …) 2. carry"
2112,tradol e bičova,v tr,,whip
2113,trajil,v itr,,"live, stay, survive, experience, last"
2114,trajo,n m,,1. life 2. duration 3. century
2115,trajzno,adj,,sober
2116,traktori,n m,,tractor
2117,trasta,n f,,"coffer, bag"
2118,trešňa,n f,,cherry
2119,trešňako kaš,n phr f,,cherry tree
2120,trgovina,n f,,"trade, deal"
2121,trgujil,v tr,,"trade, deal"
2122,trijanda,num card,,thirty
2123,trijanda drom,num phr mult,,thirty times
2124,trijandako,num card,,thirtieth
2125,trin,num card,,three
2126,trito,num ord,,third
2127,trivar,num mult,,three times
2128,trombono,n m,,trombone
2129,trošil,v tr,,spend
2130,troško,n m,,"expenditure, expense, cost"
2131,trpezarija,n f,,dining room
2132,trpil,v itr,,suffer
2133,trska,n f,,"reed, rattan"
2134,truba,n f,,trumpet
2135,trubul,part mod,,"must, have to, need, it is necessary, shall, ought to"
2136,trubul,v tr,,"require, need"
2137,trujal,adv loc,,around
2138,trunil,v itr,,rot
2139,trupo,n m,,body
2140,trušalo,adj m,,thirsty
2141,trušipe,n m,,thirst
2142,trušul,n m,,1. cross 2. prayer
2143,tu,pron pers 2 sg,,you (sg.)
2144,tučano,adj m,,brazen
2145,tuďo,adj,,foreign
2146,tumaro,pron poss 2 sg m,,your (pl.)
2147,tumen,pron pers 2 pl,,you (pl.)
2148,tuňariko,n m,,darkness
2149,tuňariko,adj,,dark
2150,turčino,n m,,Turk
2151,turpija,n f,,"file, rasp"
2152,tušo,n m,,shower
2153,tutuno,n m,,tobacco
2154,u stvari,adv phr mod,,indeed
2155,ublažil,v tr,,ease
2156,učharol,v tr,,cover
2157,učo,n m,,1. height 2. level
2158,udovica,n f,,widow
2159,uglavnom,adv mod,,mainly
2160,ugovoro,n m,,agreement
2161,ujo,n m,,uncle (mother's brother)
2162,ukrutil,v tr,,"make stiff, stiffen"
2163,ukrutil pe,v itr,,grow stiff
2164,ukuso,n m,,taste
2165,ulica,n f,,street
2166,uloga,n f,,role
2167,umesto,adv mod,,instead
2168,umetnost,n f,,art
2169,ungriko,n m,,Hungarian
2170,unuka,n f,,granddaughter
2171,unuko,n m,,grandson
2172,uopšte,adv mod,,generally
2173,uostalom,adv mod,,by the way
2174,uporedil,v tr,,compare
2175,upotrebil,v tr,,use
2176,upropastil,v tr,,ruin
2177,uskoro,adv temp,,soon
2178,uspešno,adj,,successful
2179,uspexo,n m,,success
2180,ustaša,n f,,Ustasha
2181,uštavol,v tr,,"kick, kick open"
2182,uštol,v itr,,stand up
2183,ustrelil,v tr,,shoot
2184,uticajo,n m,,influence
2185,utisko,n m,,impression
2186,uvek,adv indef,,"constantly, forever, permanently, always, continually"
2187,uvredil,v tr,,hurt so.
2188,uzaludno,adv mod,,in vain
2189,uzano,adj m,,narrow
2190,uzbudil,v itr,,be annoyed
2191,uzbudil,v tr,,"excite, annoy"
2192,uzdaxnil,v itr,,sigh
2193,uzdo,n m,,rein
2194,uznemiril pe,v tr,,bother
2195,va,n m,,"hand, arm"
2196,vaćarol,v tr,,malign
2197,vaćarol,v itr,,"scold, curse"
2198,vagnil,v tr,,weigh
2199,vagono,n m,,wagon
2200,vaľko,n m,,roll
2201,vaŕača,n f,,wooden spoon
2202,varekaj,adv indef,,somewhere
2203,varekako,adv indef,,"in some way, somehow"
2204,varekana,adv temp,,before
2205,varekana,adv indef,,"sometimes, now and then, ever"
2206,vareso,pron indef,,something
2207,vaspitil,v tr,,educate
2208,vast,n m,,handle
2209,vasteski,n f,,bracelet
2210,vastesko,n m,,sleeve
2211,vastesko,adj m,,manual
2212,vastesko kokalo,n phr m,,wrist
2213,vasuŕa,n pl,,dishes (crockery)
2214,vasuri,n m,,dish
2215,vazdol,v tr,,lift
2216,vazdol pe,v itr,,rise
2217,vazduxo,n m,,air
2218,več,adv temp,,already
2219,večera,n f,,dinner
2220,večno,adj,,eternal
2221,veličina,n f,,1. greatness 2. size
2222,vena,n f,,vein
2223,venčanica,n f,,1. marriage-certificate 2. marriage dress
2224,venčil,v itr,,marry
2225,venco,n m,,wreath
2226,vepro,n m,,boar
2227,vera,n f,,religion
2228,veranda,n f,,veranda
2229,verovatno,adv mod,,probably
2230,verovatno,adj,,probable
2231,verovatnoća,n f,,probability
2232,veslo,n m,,oar
2233,veštica,n f,,witch
2234,veverica,n f,,squirrel
2235,veza,n f,,connection
2236,vežbaňe,n m,,"practice, exercise"
2237,vežbol,v tr,,practise
2238,vezo,n m,,picture in brooch
2239,vi maj but ,adv phr mod,,even more
2240,vila,n f,,"dung fork, muckrake"
2241,vinogrado,n m,,vineyard
2242,visibaba,n f,,snowdrop
2243,visil,v itr,,hang
2244,vlada,n f,,government
2245,vladil,v tr,,rule
2246,vo,pron pers 3 sg m,,he
2247,voće,n m,,fruit
2248,voďa,n m,,leader
2249,voj,pron pers 3 sg f,,she
2250,vojniko,n m,,soldier
2251,vojno manuš,n phr m,,soldier
2252,vojska,n f,,army
2253,voľa,n f,,"will (wish), will (testament)"
2254,volil,v tr,,satisfy
2255,von,pron pers 3 pl,,they
2256,vordon,n m,,coach
2257,vordon e phakenca,n phr m,,"barouche, coach"
2258,vorta,adj,,proper
2259,vorta,adv mod,,correctly
2260,voš,n m,,wood
2261,vošesko,adj m,,wild
2262,vošesko balo,n phr m,,wild boar
2263,vosko,n m,,wax
2264,voštano,adj,,waxen
2265,vošuno balo,n phr m,,wild boar
2266,vozači,n m,,driver
2267,vozo,n m,,train
2268,vrabco,n m,,sparrow
2269,vŕama,n f,,1. time 2. age 3. period 4. weather
2270,vŕamako,adj m,,annual
2271,vrana,n f,,crow
2272,vrasidino,adj,,cooked
2273,vrba,n f,,willow tree
2274,vrednol,v itr,,be worth
2275,vrsta,n f,,"sort, kind"
2276,vrtići,n m,,kindergarten
2277,vrxo,n m,,"top, peak"
2278,vudar,n m,,1. door 2. lock
2279,vulisarol e sarma,v phr tr,,"enwrap wine-/cabbage leaves, make stuffed wine-/cabbage leaves"
2280,vuna,n f,,wool
2281,vunato,adj,,1. blue 2. blond
2282,vunato patlidžano,n phr m,,aubergine
2283,vunďa,n f,,finger nail
2284,vuneno,adj,,woollen
2285,vuš,n m,,mouth
2286,vušta,n f,,lip
2287,xabe,n m,,"dish, food, diet"
2288,xaćaripe,n m,,experience
2289,xačarno,adj m,,reasonable
2290,xaćarol,v tr,,"understand, realise, feel"
2291,xajing,n m,,well
2292,xajing,n m,,well
2293,xal,v tr,,eat
2294,xal pe,v itr,,quarrel
2295,xamil,v tr,,1. knead 2. soften sth.
2296,xamil pe,v itr,,"soften, become soft"
2297,xamisti,n f,,wooden spoon
2298,xamisto,n m,,mixture
2299,xanadi,n f,,1. hoe 2. shovel
2300,xanavol,v tr,,bury
2301,xanavol,v tr,,comb
2302,xandžurdol,v itr,,itch
2303,xandžurdol pe,v itr,,scratch
2304,xape,n m,,quarrel
2305,xaravľi,n f,,"belt, girdle"
2306,xaravol,v tr,,topple
2307,xarno,n m,,shortness
2308,xarno kaputo,n phr m,,jacket
2309,xasal,v itr,,cough
2310,xasardo,adj m,,lost
2311,xasardol,v tr,,loose sth.
2312,xasardol,v itr,,get lost
2313,xasaripe,n m,,loss
2314,xasarol,v tr,,lose
2315,xićol,v tr,,murder
2316,xmeľo,n m,,hops
2317,xndipe,n m,,"shit, shitting"
2318,xndol,v itr,,shit
2319,xoľariko,adj,,angry
2320,xoľavol,v itr,,get angry
2321,xoľavol,v tr,,offend
2322,xoli,n f,,defiance
2323,xoxamno,adj m,,false
2324,xoxamno,n m,,liar
2325,xoxavipe,n m,,1. joke 2. deception 3. lie
2326,xoxavol,v itr,,"lie, cheat, deceive, make fun of"
2327,xrast,n m,,oak
2328,xu,n f,,gap
2329,xumer,n m,,dough
2330,xurdo,adj,,tiny
2331,xutipe,n m,,jump
2332,xutol,v itr,,jump
2333,xuv,n f,,hole
2334,xuvol,v tr,,sew
2335,zabava,n f,,fun
2336,zabrinol pe,v itr,,worry
2337,zabrinome,adj,,"worried, worrying"
2338,začinil o xabe,v tr,,season (with spices)
2339,zadatko,n m,,task
2340,zadruga,n f,,cooperative
2341,zagrlil,v tr,,embrace
2342,zainteresovano,adj,,interested
2343,zajebavil pe,v itr,,joke
2344,zajebavil pe,v itr,,fool
2345,zaklopco,n m,,lid (of a pot)
2346,žalba,n f,,complaint
2347,zalemil,v tr,,solder
2348,žalil,v tr,,regret
2349,žalil pe,v itr,,complain
2350,zalogajo,n m,,"bite, mouthful"
2351,zaľubil pe,v itr,,fall in love
2352,zamalo,adv mod,,nearly
2353,žambuka,n f,,1. frog 2. toad
2354,žambuka krastenca,n phr f,,toad
2355,zamenil,v tr,,replace
2356,zamko,n m,,castle
2357,zanimľivo,adj,,interesting
2358,zao,adj,,greedy
2359,žaoka,n f,,stinger
2360,zapadno,adj,,western
2361,zapado,n m,,west
2362,zapovedil,v tr,,order
2363,zapretil,v tr,,threaten
2364,zar,n f,,hair
2365,zaŕa,n pl,,snot
2366,žaro,n m,,glow
2367,zavisi,n,,envy
2368,zavisil,v tr,,depend
2369,zavisno,adj,,dependent
2370,zavoj,n m,,bandage
2371,zaxvalno,adj,,grateful
2372,zbog,prep,,because of
2373,žbuňe,n m,,"shrubbery, shrub, bush"
2374,zbunil,v tr,,confuse
2375,zebra,n f,,zebra
2376,zeja,n f,,back
2377,zeleno,n m,,greens
2378,železnica,n m,,rail
2379,železnička pruga,n phr f,,railway
2380,želuco,n f,,stomach
2381,zemľoradniko,n m,,"peasant, farmer"
2382,zenica,n f,,pupil (of the eye)
2383,žeravica,n f,,embers
2384,zetino,n m,,oil
2385,zeveľ,n f,,greaves
2386,zevesa,n f,,curtain
2387,zevil,v itr,,yawn
2388,zgodno,adj,,pretty
2389,zgrada,n f,,building
2390,zgusnil,v itr,,become thick
2391,žica,n f,,1. wire 2. string
2392,zidari,n m,,bricklayer (m.)
2393,zidarka,n f,,bricklayer (f.)
2394,zido,n m,,wall
2395,židojka,n f,,Jewess
2396,židovo,n m,,Jew
2397,židovo,adj,,Jewish
2398,žirafa,n f,,giraffe
2399,žito,n m,,grain
2400,živčano,adj,,nervous
2401,živco,n m,,nerve
2402,životiňa,n f,,animal
2403,zločino,n m,,crime
2404,zloupotreba,n f,,abuse
2405,zmajo,n m,,kite
2406,značeňe,n m,,meaning
2407,značil,v itr,,matter
2408,znako,n m,,sign
2409,znojil pe,v itr,,sweat
2410,znojo,n m,,sweat
2411,zobo,n m,,oat
2412,žoj,n m,,Thursday
2413,zoľa,n f,,1. bee 2. wasp
2414,zor,n f,,1. might 2. strength 3. courage
2415,zova,n f,,elder
2416,zubari,n m,,dentist (m.)
2417,zubarka,n f,,dentist (f.)
2418,žuč,n f,,gall
2419,žumance,n m,,egg yolk
2420,zuralo,adj m,,"strong, powerful, hard, solid, mighty, brave"
2421,zuŕarol,v tr,,"strengthen, secure, determine"
2422,žurnalisto,n m,,journalist
2423,žutipe,n m,,help
2424,žvaćil,v tr,,chew
2425,zvanično,adj,,official
2426,zviždil,v itr,,whistle
2427,zvonil,v itr,,ring
2428,zvono,n m,,bell
2429,zvučil,v itr,,sound

