Index,Entry Word,Part of Speech,Affix,Definition
117,ande akarel,partv tr,,"einladen, hereinrufen"
118,ande al,partv itr,,hereinkommen
119,ande astarel,partv tr,,"1. einfangen, gefangen nehmen 2. hineingreifen 3. eingreifen 4. einspannen"
120,ande bešarel,partv tr,,"einsetzen, hineinsetzen, einsetzen, pflanzen"
121,ande bičal,partv tr,,"einsenden, einschicken"
122,ande boacinel,partv tr,,einbeizen
123,ande bučalinel,partv tr,,"einarbeiten, anlernen, einarbeiten (z.B. Informationen), einarbeiten, nachholen"
124,ande bujinel,partv itr,,hineinkriechen
125,ande čalal,partv tr,,etwas einschlagen
126,ande čapinel,partv tr,,1. einsperren 2. verhaften
127,ande cidel,partv tr/itr,,einziehen
128,ande čidel,partv tr,,hineinwerfen
129,ande čil,partv tr,,"1. hineinlegen, hineinstellen 2. einsetzen, pflanzen 3. transplantieren 4. einlegen (in Essig) 5. hineinwerfen"
130,ande čorel,partv tr,,"einschenken, einfüllen"
131,ande danderel,partv itr,,hineinbeißen
132,ande del,partv tr,,hineingeben
133,ande dikel,partv itr,,"hineinschauen, hineinblicken, besuchen, (auf einen Sprung) vorbeikommen"
134,ande džal,partv itr,,hineingehen
135,ande džuminel,partv tr,,1. stecken 2. stechen 3. hineindrücken
136,ande fisinel,partv tr,,einfädeln
137,ande fojinel,partv itr,,"hineinrinnen, hereinrinnen"
138,ande hanel,partv tr,,eingraben
139,ande hejnginel,partv tr,,einhängen
140,ande kinel,partv itr,,einkaufen
141,ande ladel,partv itr,,hineinfahren
142,ande lel,partv tr,,einnehmen
143,ande likerel,partv tr,,1. einhalten 2. einschränken
144,ande logerinel,partv,,einlagern
145,ande loninel,partv tr,,einladen
146,ande makel,prefv tr,,einfetten
147,ande marel,partv tr,,1. hineinstecken 2. hineinwerfen
148,ande mekel,v tr,,"1. einlassen, hereinlassen 2. sich auf etwas einlassen 3. jem. etwas anhängen, jem. hereinlegen 4. einlassen, einölen, einwachsen"
149,ande mukel,partv,,"1. einlassen, hereinlassen 2. sich einlassen auf etwas/jem. 3. jem. etwas anhängen, jem. hereinlegen 4. einlassen, einölen, einwachsen"
150,ande našel,partv itr,,hineinlaufen
151,ande ordninel,partv tr,-č-/-im-,einordnen
152,ande pačarel,partv tr,,1. einwickeln 2. bandagieren
153,ande parul,partv tr,,eintauschen
154,ande perel,partv itr,,"hineinkommen, hereinkommen"
155,ande phagerel,partv itr,,einbrechen
156,ande phandel,partv tr,,"einbinden, miteinbeziehen"
157,ande phenel,partv tr,,"einsagen, einflüstern"
158,ande pherel,partv tr,,einfüllen
159,ande phiral,partv tr,,"einführen, importieren"
160,ande phirel,partv itr,,einwandern
161,ande pisinel,partv tr,,"1. einschreiben, eintragen 2. hineinschreiben"
162,ande počinel,partv tr,,einzahlen
163,ande pokinel,partv tr,,einpacken
164,ande pručinel,partv tr,,eintreten
165,ande rixtinel,partv tr,,"einrichten, ausstatten"
166,ande rukinel,partv itr,,einrücken (zum Bundesheer)
167,ande šoltinel,partv tr,,einschalten
168,ande šučol,partv itr,,eintrocknen
169,ande tauxinel,partv,-č-/-im-,eintauchen
170,ande tekerinel,partv,-č-/-im-,einwickeln
171,ande terdžarel,partv tr,,"1. hineinstellen 2. einstellen, aufhören mit"
172,ande thal,partv tr,,einkochen
173,ande tradel,partv tr,,1. eintreiben 2. hineintreiben
174,ande tunkinel,partv tr,-č-/-im-,eintunken
175,ande tunklinel,v tr,-č-/-im-,eintunken
176,ande ulal,partv tr,,einteilen
177,ande uščal,partv itr,,einsteigen (Zug)
178,ande vakerel,partv tr,,"hineinreden, beeinflussen"
179,ande viklinel,partv itr,,einwickeln
180,ande vodinel,partv tr,-č-/-im-,"einleiten, einführen"
181,ande voksinel,partv tr,,"einwachsen, mit Wachs einlassen"
182,andedžajipe,n m,-ča/-es-,"1. Eingang 2. Eintritt, Eintrittspreis"
183,andkinipe,n m,-ča/-es-,Einkaufen
184,andkinipeskero centro,n phr,,Einkaufszentrum
185,andlajipe,n m,-ča/-es-,Einnahme
186,andlikeripe,n m,-ča/-es-,"Einhaltung, Einhalten"
187,andloninipe,n m,-ča/-es-,Einladung
188,andmekipe,n m,-ča/-es-,1. Einlassen 2. Einlass
189,andmukipe,n m,-ča/-es-,1. Einlassen 2. Einlass
190,ando,prep,,1. in 2. nach
191,andordninipe,n m,-ča/-es-,Einordnen
192,andphageripe,n m,-ča/-es-,Einbruch
193,andphandipe,n m,-ča/-es-,"Einbinden, Einbindung"
194,andphiraši,n m,-ča/-is-,Einwanderer
195,andphiripe,n m,-ča/-es-,"Einwanderung, Zuwanderung"
196,andpisinčago,n m,-šča/-os-,1. Einschreiben 2. Eintrag 3. Inhalt
197,andpisinipe,n m,-ča/-es-,1. Einschreiben 2. Eintrag 3. Inhalt 4. Verzeichnis
198,andpočinčago,n m,-šča/-os-,Einzahlung
199,andpočinipe,n m,-ča/-es-,Einzahlung
200,andral,adv loc,,"von innen, von drinnen"
201,baba,n f,-i/-a-,"Großmutter, Oma [«phuri baba» - Urgroßmutter]"
202,babasuňa,n f,-i/-a-,Hebamme
203,babuka,n f,-i/-a-,Puppe
204,bači,n m,-ča/-is-,Onkel
205,Bačiba,n f,—/-a-,Jabing (Ort im Burgenland)
206,bačinel,v tr,-č-/-im-,"ohrfeigen, watschen, abwatschen"
207,bačingerel,v tr,-č-/-d-,"ohrfeigen, watschen, abwatschen"
208,bačinipe,n m,-ča/-es-,"Watschen, Watscherei, Ohrfeigen"
209,bačn,n f,-ini/-a-,"Ohrfeige, Watschn"
210,badareskeri,n f,-a/-a-,Arzthelferin
211,badareskero,adj m,,Arzt-
212,badari,n m,-ča/-is-,"1. Arzt, Doktor 2. Chirurg"
213,badarkija,n f,-i/-a-,Ärztin
214,badaruno,adj m,,ärztlich
215,bagarinel,v tr,-č-/-im-,"auffassen, baggern"
216,baguja,n f,-i/-a-,Kautabak
217,bagujašne ača,n phr,,"Kulleraugen, Glupschaugen"
218,bagujašno,adj m,,"eulenartig, wie ein Uhu"
219,baguji,n m,-ča/-is-,"Eule, Uhu"
220,baguji,n pl,,"Wimmerln, Dippeln"
221,baj,n f,-a/-a-,Ärmel
222,bajder,adv temp,,"weiterhin, weiter"
223,Bajern,n m,—/-is-,Bayern
224,bajritiko,adj m,,bayrisch
225,bajtlinga,n f,-i/-a-,"große Schüssel, Weidling"
226,bako,n m,-i/-os-,"1. Hackstock, Holzbock, Bock 2. Barren (Turngerät)"
227,bakrano,adj m,,Schaf-
228,bakraši,n m,-ča/-is-,Schafhirt
229,bakreskero mas,n phr,,Schaffleisch
230,bakri,n f,-a/-a-,"Mutterschaf, Schaf"
231,bakro,n m,-e/-es-,Schaf
232,bakrorano,adj m,,Lamm-
233,bakroro,n m,-e/-es-,Lamm
234,bal,n m,—/-es-,Haar
235,balano,adj m,,haarig
236,baľarel,v itr,-č-/-d-,haaren
237,balengero,adj m,,Haar-
238,balengero,n m,-e/-es-,"1. Schweinehirt, Sauhirt 2. Schweinehändler"
239,balengero,adj m,,"Eber-, Schwein-"
240,baličani vora,n phr,,Schweinefarm
241,baličanipe,n m,-ča/-es-,"Schweinerei, Sauerei"
242,baličano,adj m,,"1. Schweins- 2. schweinisch, unanständig"
243,baličano mas,n phr,,Schweinefleisch
244,baličaši,n m,,"1. Schweinehirt, Sauhirt 2. Schweinehändler"
245,baličkija,n f,-i/-a-,Sau
246,baličo,n m,-e/-es-,Schwein
247,balisarel,v itr,-č-/-d-,haaren
248,Balkan,n m,—/-is-,Balkan
249,balkanitiko,adj m,,balkanisch
250,balkon,n m,—/-is-,Balkon
251,balo,n m,-e/-es-,"Schwein, Eber"
252,baluno,adj m,,haarig
253,balutnestar,adv loc,,von links
254,balutno,adj m,,"1. linker 2. falsch, verkehrt"
255,balutnon,adv loc,,links
256,balval,n f,-a/-a-,Wind
257,balvano,adj m,,windig
258,balvas,n m,—/-es-,Speck
259,balvasuno,adj m,,speckig
260,banana,n f,-ča/-a-,Banane
261,banda,n f,-i/-a-,1. Musikgruppe 2. Bande
262,bandlika,n f,-i/-a-,"1. Band, Haarband, Haarmasche 2. Mascherl, Fliege"
263,Bandula,n f,—/-a-,Weiden bei Rechnitz (Ort im Burgenland)
264,bandžarel,v tr,-č-/-d-,"biegen, beugen, krümmen"
265,bandžaripe,n m,-ča/-es-,"1. Biegen, Beugen 2. Biegung, Krümmung, Kurve"
266,bandžojipe,n m,—/-es-,Krümmen
267,bandžol,v itr,-ij-/-il-,1. krumm werden 2. sich krümmen 3. steif werden
268,bangi,n f,-a/-a-,Behinderte
269,bangipe,n m,-ča/-es-,"Lähmung, Verkrüppelung"
270,bango,adj m,,"1. krumm, schief 2. lahm 3. verkrüppelt"
271,bango,n m,-e/-es-,Behinderter
272,bangore,n pl,,"Erdäpfel, Kartoffeln"
273,bangorengeri sumi,n phr,,"Erdäpfelsuppe, Kartoffelsuppe"
274,baninčago,n m,-šča/-os-,"Bereuen, Reue, Bedauern"
275,baninel,v tr,-č-/-im-,"bereuen, bedauern"
276,baninipe,n m,-ča/-es-,"Bereuen, Reue, Bedauern"
277,banka,n f,-i/-a-,Bank (Geldinstitut)
278,bankeri,n m,-ča/-is-,"Banker, Bankangestellter"
279,bankomato,n m,-ča/-os-,Bankomat
280,bar,n f,-ča/-a-,Bar
281,bar,n f,-ča/-ča-,1. Garten 2. Zaun
282,bar,n m,-a/-es-,Stein
283,baŕal,v tr,-č-/-d-,vergrößern lassen
284,barano,adj m,,1. Stein- 2. steinern 3. steinig
285,baŕaral,v tr,-č-/-d-,vergrößern lassen
286,baŕarel,v tr,-č-/-d-,"vergrößern, größer machen"
287,baŕaripe,n m,-ča/-es-,1. Vergrößern 2. Vergrößerung
288,barbiri,n m,-ča/-is-,Barbier
289,barčojipe,n m,—/-es-,1. Wachsen 2. Großwerden 3. Reife
290,barčol,v itr,-ij-/-il-,"1. wachsen, groß werden, sich vergrößern 2. aufwachsen"
291,barečučengero,adj m,,"großbusig, vollbusig"
292,barederipe,n m,-ča/-es-,Erhöhung
293,baremaseskero,adj m,,"stark, grobknochig"
294,baremoskero,adj m,,großmäulig
295,baremujeskero,adj m,,großmäulig
296,barenakeskero,adj m,,1. großnasig 2. eingebildet
297,barengero,n m,-e/-es-,Steinmetz
298,barengero,adj m,,Stein-
299,barepereskero,adj m,,"großbäuchig, dickbäuchig"
300,barešereskero,adj m,,"1. großköpfig 2. dickköpfig, stur"
301,Bari Britanija,n f,—/-a-,"Großbritannien, England"
302,bari diha cidel,v phr itr,,seufzen
303,bari len,n phr,,"Fluss, Strom"
304,barikanipe,n m,—/-es-,"1. Größe, Erhabenheit, Pracht, Herrlichkeit 2. Stolz, Hochmut 3. Wichtigkeit, Bedeutung"
305,barikano,adj m,,"1. groß, wichtig 2. stolz, eingebildet 3. aufgeputzt"
306,baripe,n m,,"Größe, Großartigkeit"
307,barjakero,n m,-e/-es-,Gärtner
308,baro,adj m,,1. groß 2. großartig
309,baro,n m,-e/-es-,Erwachsener
310,baro angušto,n phr,,Daumen
311,baro bar,n phr,,"Felsen, Felsblock, Gesteinsbrocken"
312,baro loj,n phr,,Geldschein
313,baro paj,n phr,,"1. Meer 2. See 3. Flut, Hochwasser"
314,baro rašaj,n phr,,Bischof
315,barometeri,n m,-ča/-is-,Barometer
316,baroro,n m,-e/-es-,"Steinchen, Kiesel"
317,bartengeri šor,n phr,,Hügelkette
318,barto,n m,-i/-os-,1. Hügel 2. Berg
319,barunipe,n m,-ča/-es-,Gebirge
320,barunisajol,v itr,-ij-/-il-,1. versteinern 2. erstarren
321,baruno,adj m,,"steinern, steinig, Stein-"
322,barunol,v itr,-ij-/-il-,1. versteinern 2. erstarren
323,barutno,adj m,,"steinern, steinig, Stein-"
324,barvaľarel,v tr,-č-/-d-,reich machen
325,barvalipe,n m,-ča/-es-,"Reichtum, Wohlstand"
326,barvalo,adj m,,"reich, wohlhabend"
327,barvalol,v itr,-ij-/-il-,"sich bereichern, reich werden"
328,bašajipe,n m,—/-es-,Gebell
329,basari,n m,-ča/-is-,Basar
330,basčarel,v tr,-č-/-d-,"1. beglücken, glücklich machen 2. segnen"
331,basčaripe,n m,-ča/-es-,"Gratulation, Glückwunsch"
332,bašel,v itr,-l-/-l-,"1. bellen 2. singen, zirpen 3. musizieren"
333,basiliko,n m,—/-os-,Basilikum
334,basis,n f,—/-a-,Basis
335,bašno,n m,-e/-es-,Hahn
336,bast,n f,—/-a-,1. Glück 2. Ruhm
337,bastake,adv mod,,"glücklicherweise, zum Glück"
338,basťake,adv mod,,"glücklicherweise, zum Glück"
339,bastalipe,n m,—/-es-,"Frohsinn, Glücklichsein"
340,bastalo,adj m,,"glücklich, froh"
341,bastalol,v itr,-ij-/-il-,glücklich werden
342,basťarel,v tr,-č-/-d-,"1. beglücken, glücklich machen 2. segnen"
343,basťaripe,n m,-ča/-es-,"Gratulation, Glückwunsch"
344,baterija,n f,-i/-a-,Batterie
345,Batišiba,n f,—/-a-,Jabing (Ort im Burgenland)
346,batl,n f,-ča/-a-,Lätzchen
347,bauninel,v tr,-č-/-im-,bauen
348,bauninipe,n m,-ča/-es-,Bau
349,baunipe,n m,-ča/-es-,Bau
350,bavlal,n f,-a/-a-,Wind
351,bavlano,adj m,,windig
352,Beč,n m,—/-is-,Wien
353,Beči,n m,—/-is-,Wien
354,becirk,n m,-ča/-is-,Bezirk
355,becirkiskero birovčago,n phr,,Bezirksbehörde
356,bečuja,n f,-i/-a-,1. Wiege 2. Krippe
357,bečujalinel,v tr,-č-/-im-,"wiegen, schaukeln"
358,bečuvalinel,v tr,-č-/-im-,"wiegen, schaukeln"
359,befruxtinel,v,-č-/-im-,befruchten
360,beginel,v itr,-č-/-im-,brüllen
361,beginipe,n m,—/-es-,"Gebrüll, Brüllerei"
362,behaundlinel,v tr,-č-/-im-,behandeln
363,bejg,adv loc,,"weg, fort"
364,bejg,part vb,,entlehnte deutsche Verbalpartikel [«bejg čorel» - wegschütten]
365,bejg ačel,partv itr,,wegbleiben
366,bejg čidel,prefv tr,,wegwerfen
367,bejg čil,partv tr,,weglegen
368,bejg čorel,partv tr,,wegschütten
369,bejg del,partv tr,,weggeben
370,bejg džal,partv itr,,weggehen
371,bejg khosel,partv tr,,wegwischen
372,bejg ladel,partv itr,,"wegfahren, fortfahren"
373,bejg ledžel,partv tr,,"wegtragen, wegbringen"
374,bejg lel,partv tr,,wegnehmen
375,bejg našel,partv itr,,weglaufen
376,bejg phudel,v,,"wegblasen, fortblasen"
377,bejg šunel,partv itr,,weghören
378,bejg tradel,partv tr,,"wegjagen, wegscheuchen, verjagen, verscheuchen"
379,bejkn,n m,-ini/-is-,"Wecken, Laib"
380,bejteri,n m,-ča/-is-,"1. Wetter 2. Unwetter, Gewitter"
381,bejtlina,n f,-i/-a-,Beet
382,bejxeri,n m,-ča/-is-,Becher
383,bejxlina,n f,-i/-a-,Becher
384,bekloginel,v,-č-/-im-,beklagen
385,bekloginel pe,v phr,-č-/-im-,sich beklagen
386,bekn,n m,-ini/-is-,Becken
387,belajdiginel,v tr,-č-/-im-,beleidigen
388,Belgija,n f,—/-a-,Belgien
389,belgitiko,adj m,,belgisch
390,bencin,n m,—/-is-,Benzin
391,beng,n m,-a/-es-,"1. Teufel [«o beng tut te hal» - Der Teufel soll dich holen!] 2. Polizist, Gendarm"
392,bengali,n f,-a/-a-,Teufelin
393,bengalipe,n m,-ča/-es-,Teufelei
394,bengalo,adj m,,teuflisch
395,bengarel,v tr,-č-/-d-,verteufeln
396,bengeskero,adj m,,Teufels-
397,bengeskero,n m,-e/-es-,Dämon
398,beretva,n f,-i/-a-,Rasiermesser
399,berotinel,v,-č-/-im-,beraten
400,berš,n m,-a/-es-,Jahr
401,čačal,adv loc,,von rechts
402,čačarel,v tr,-č-/-d-,"berichtigen, richten"
403,čače,adv mod,,richtig
404,čačestar,adv loc,,von rechts
405,čačikan,adv mod,,wirklich
406,čačikanipe,n m,-ča/-es-,"1. Ehrlichkeit, Aufrichtigkeit 2. Wirklichkeit, Realität"
407,čačikano,adj m,,"ehrlich, aufrichtig, wahrhaftig"
408,čačipe,n m,-ča/-es-,"Wahrheit, Recht"
409,čačipeske,adv mod,,"rechtens, gesetzlich, legal"
410,čačka,n f,-i/-a-,Sackerl
411,čačo,adj m,,"1. wahr, richtig, recht 2. rechts"
412,čačol,v itr,-ij-/-il-,"richtig werden, sich berichtigen"
413,čačon,adv loc,,"1. rechts 2. angemessen, gerecht"
414,cadžal,prefv itr,-j-/-l-,"zergehen, schmelzen"
415,cafranga,n f,-i/-a-,Franse
416,čafranga,n f,-i/-a-,Franse
417,čag,n f,-a/-es-,Feuer
418,čagajarel,v tr,-č-/-d-,"heiß machen, feurig machen, glühend machen, anfeuern"
419,čagal,v,,"erhitzen, sieden lassen, köcheln lassen"
420,čagalal,v tr,-č-/-d-,"erhitzen, sieden lassen, köcheln lassen"
421,čagalarel,v tr,-č-/-d-,"heiß machen, feurig machen, glühend machen, anfeuern"
422,čagalejakengero,adj m,,glutäugig
423,čagalipe,n m,-ča/-es-,"Hitze, Feuersbrunst"
424,čagalo,adj m,,"heiß, feurig"
425,čagalo srasta,n phr,,Bügeleisen
426,čagalojipe,n m,—/-es-,Glühen
427,čagalol,v itr,-ij-/-il-,"glühen, heiß werden"
428,čagarel,v tr,-č-/-d-,"heiß machen, feurig machen, glühend machen, anfeuern"
429,čageri,n m,-ča/-is-,Jäger
430,cahokinel,v tr,-č-/-im-,zerhacken
431,čaj,n f,-a/-a-,"Tochter, Mädchen"
432,čajano,adj m,,mädchenhaft
433,cajgn,n m,-ča/-is-,Zeuge
434,čajikano,adj m,,mädchenhaft
435,čajipe,n m,-ča/-es-,Mädchenzeit
436,čajol,v itr,-ij-/-il-,"satt werden, sich sättigen"
437,cajt,n f,-ča/-a-,Zeit [«lači cajt» - Gelegenheit]
438,cajt lel,v phr,,"Zeit aufwenden, sich Zeit nehmen"
439,Čajta,n f,—/-a-,Schachendorf (Ort im Burgenland)
440,cajtung,n m,-ča/-is-,"Zeitung, Zeitschrift"
441,cajxn,n m,-ini/-is-,"Zeichen, Signal"
442,čak,n f,-a/-a-,Auge
443,čak,part,,nur
444,čakakero,adj m,,"Augen-, Aug-"
445,čakalo,adj m,,1. scharfsichtig 2. aufmerksam
446,čakano,adj m,,"Augen-, Aug-"
447,čakano dand,n phr,,"Augenzahn, Eckzahn"
448,čalado,adj m,,"1. geschlagen 2. verschlagen, hinterlistig"
449,čalajipe,n m,-ča/-es-,Schlag
450,čalal,v tr,-č-/-d-,"1. schlagen, erschlagen 2. klopfen, dreschen [«le prenca čalal» - trampeln] 3. pochen, klopfen 4. koitieren 5. masturbieren 6. ticken (Uhr) 7. zucken [«le phikeha čalal» - mit den Schultern zucken]"
451,čalarel,v tr,-č-/-d-,"satt machen, sättigen"
452,čaľarel,v tr,-č-/-d-,"satt machen, sättigen"
453,čalipe,n m,—/-es-,Sättigung
454,čalo,adj m,,satt
455,čaľol,v itr,-ij-/-il-,"satt werden, sich sättigen"
456,cam,part vb,,entlehnte deutsche Verbalpartikel [«cam likerel» - zusammenhalten]
457,čam,n f,-a/-a-,Wange
458,cam astarel,partv tr,,zusammenfangen
459,cam barčol,partv itr,,zusammenwachsen
460,cam cidel,partv tr,,zusammenziehen [«cam cidel o va» - die Faust ballen]
461,cam čil,partv tr,,"1. zusammenbauen 2. falten, zusammenlegen"
462,cam definel,partv itr,,zusammenstampfen
463,cam džal,partv itr,,"zusammengehen, zusammenkommen"
464,cam džuminel,partv tr,,"1. zusammendrücken, zusammenpressen 2. zerquetschen, zerdrücken 3. flach machen, platt machen, plätten"
465,cam genel,partv tr,,zusammenzählen
466,cam hejnginel,partv itr,,zusammenhängen
467,cam kedel,partv tr,,"zusammenklauben, sortieren, ordnen"
468,cam kerel,partv tr,,zusammentun
469,cam keverinel,partv tr,-č-/-im-,"vermischen, zusammenmischen"
470,cam likerel,partv tr,,zusammenhalten
471,cam pasinel,partv itr,,1. passen 2. zusammenpassen
472,cam perel,partv itr,,"1. zusammenkommen, zusammentreffen 2. ohnmächtig werden"
473,cam phadžol,partv itr,,"zusammenbrechen, zusammenfallen"
474,cam phagerel,v itr,,zerschmettern
475,cam phandel,partv tr,,zusammenbinden
476,cam pisinel,partv tr,,"zusammenschreiben, zusammenfassen"
477,cam pokinel,v tr,,zusammenpacken
478,cam rodel,partv tr,,zusammensuchen
479,cam štesinel,v tr,,zusammenstoßen
480,čamčalo,adj m,,pausbäckig
481,čamčarel,v itr,-č-/-d-,1. kauen 2. schmatzen
482,čamčaripe,n m,—/-es-,"1. Kauen, Gekaue 2. Geschmatze"
483,čamčengero,adj m,,Wangen-
484,čamčinel,v tr,-č-/-im-,kauen
485,čamčinipe,n m,—/-es-,"Kauen, Gekaue"
486,čamčino,adj m,,"Kau-, zum Kauen"
487,čamčino duhano,n phr,,Kautabak
488,camekel,v tr,-l-/-l-,"zerlassen, schmelzen"
489,čamidimi,n f,-a/-a-,"Watschn, Ohrfeige"
490,camkedipe,n m,-ča/-es-,"Sortierung, Ordnung"
491,camphadžojipe,n m,-ča/-es-,Zusammenbruch
492,camukel,prefv tr,-l-/-l-,"zerlassen, schmelzen"
493,čandal,v tr,-č-/-d-,"zum Erbrechen bringen, zum Speiben bringen, zum Kotzen bringen"
494,čandalo,adj m,,1. angekotzt 2. ekelhaft
495,čandel,v itr,-l-/-l-,"erbrechen, kotzen"
496,čandipe,n m,-ča/-es-,"Erbrechen, Kotzerei"
497,čando,n m,—/-es-,Erbrochenes
498,čang,n f,-a/-a-,Knie
499,čangakero seleto,n phr,,Kniescheibe
500,čangalinčago,n m,-šča/-os-,"Knien, Kniefall"
501,čangalinel,v itr,-č-/-im-,knien
502,čangalinipe,n m,-ča/-es-,"Knien, Kniefall"
503,čanidinel,v itr,-č-/-im-,eifern (eifersüchtig sein)
504,čanidipe,n m,-ča/-es-,"Eifern, Eifersucht"
