Index,Entry Word,Part of Speech,Affix,Definition
47,amalin,n f,,Freundin
48,amalipe,n m,-pa/-pas-,Freundschaft
49,amaro,pron poss 1 sg m,,unser
50,ambari,n m,-ija/-es-,Scheune
51,amen,pron pers 1 pl,,wir
52,anav,n m,-a/-es-,Name
53,anbalaža,n f,-e/-a-,Paket
54,ando,prep,,in
55,ando tedani,conj,,seitdem
56,andral,prep,,innerhalb von
57,andre,prep,,in (… hinein)
58,andre,adv loc,,drinnen
59,andro,prep,,"1. zwischen, inmitten 2. von 3. auf"
60,andro akana,adv temp,,von jetzt an
61,andro andral,adv loc,,von drinnen
62,andro avdije,adv temp,,von heute an
63,andro irati,adv temp,,seit gestern
64,andro keda,adv int,,seit wann
65,andro tedani,adv temp,,seither
66,andruno,adj m,,innere
67,andruno organi,n m,-ija/-es-,inneres Organ
68,anela,v tr,-dž-/-d-,bringen
69,angaresoro,adj m,,"Kohle-, kohleartig"
70,anglal,adv loc,,"1. vorn 2. früher, vorher 3. weiter 4. vorwärts, nach vorn"
71,anglal ko,prep,,vor (lok.)
72,anglal ko šero,n phr m,,Stirn
73,anglalipe,n m,-pa/-pas-,Zukunft
74,anglune,adv temp,,1. zuerst 2. erstens 3. vorher
75,angluno,adj m,,1. vorig 2. zukünftig
76,angluno,num ord,,erste
77,angluno dand,n phr m,,Schneidezahn
78,angrustik,n f,,(Finger-)Ring
79,antičko,adj,,altertümlich
80,april,n m,,April
81,arakela,v tr,-l-/-l-,finden
82,arakhela,v tr,,"schützen, sich kümmern um"
83,arogantno,adj,,arrogant
84,asajbe,n m,-ba/-bas-,1. Lachen 2. Lächeln
85,asala,v itr,-j-/-andil-,1. lachen 2. lächeln
86,astali,n m,-ija/-es-,1. Tisch 2. Schreibtisch
87,asvi,n f,-ja/-ja-,Träne
88,autobusi,n m,-ija/-es-,Bus
89,automatsko,adj,,automatisch
90,autoriteti,n m,-ija/-es-,Autorität
91,avdije,adv temp,,heute
92,avdisutno dive,adv temp,,heutzutage
93,avdžin,n m,-a/-es-,Honig
94,avela,v itr,-dž-/-d-,1. kommen 2. ankommen 3. sich nähern
95,aver,adv mod,,sonst
96,aver,adj,,anderer
97,aver dive,adv temp,,am nächsten Tag
98,aver vakti,adv temp,,ein andermal
99,avgust,n m,,August
100,avioni,n m,-ija/-es-,Flugzeug
101,avri,adv loc,,draußen
102,avri kotar,prep,,außerhalb [«avri kotar čer» - außerhalb des Hauses]
103,avrijal,adv loc,,1. von draußen 2. draußen
104,avrijal,prep,,außerhalb
105,avrutno,adj m,,"äußerlich, äußere"
106,ažutiribe,n m,,Hilfe
107,ažutirinela,v tr,-dž-/-mo,helfen
108,baba,n f,-e/-a-,Großmutter
109,babica,n f,-e/-a-,Hebamme
110,baj,n m,-a/-es-,Ärmel
111,bajatinela,v itr,-dž-/-mo,"verderben (Essen), alt werden (Essen), hart werden (Essen)"
112,bajka,n f,-e/-a-,Märchen
113,bajrarela,v tr,-dž-/-d-,1. aufziehen 2. groß machen
114,bajrola,v itr,-il-/-il-,"1. größer werden, wachsen 2. anschwellen 3. alt werden, altern"
115,bakar,n m,,Kupfer
116,bakarno,adj,,"kupfern, Kupfer-"
117,bakri,n f,-ja/-ja-,Schaf
118,bakro,n m,-e/-es-,"1. Schaf, Widder 2. Schaffleisch"
119,bal,n f,,"Haar, Kopfhaar"
120,baľi,n f,-ja/-ja-,Sau
121,balo,n m,-e/-es-,1. Schwein 2. Schweinefleisch
122,bango,adj m,,"gebogen, schief, krumm"
123,banka,n f,-e/-a-,Bank (Geldinstitut)
124,bar,n m,-a/-es-,Stein
125,bar,adv mod,,"zumindest, jedenfalls"
126,baraka,n f,-e/-a-,"Hütte, Bracke"
127,bardako,n f,,1. Glas (zum Trinken) 2. Krug
128,baresro,adj m,,steinig
129,baripe,n m,-pa/-pas-,1. Größe 2. Stolz
130,baro,adj m,,"groß, riesig"
131,baro čer,n phr m,,Schloss
132,baro muj,n phr m,,Großmaul
133,baŕovela,v tr,-dž-/-d-,groß werden
134,barvalipe,n m,-pa/-pas-,"Vermögen, Reichtum"
135,barvalo,adj m,,"reich, vermögend"
136,barvaľola,v itr,-il-/-il-,reich werden
137,bašaľela,v tr,-dž-/-d-,1. musizieren 2. spielen (Instrument)
138,bašela,v itr,-t-/-t-,bellen
139,bašibe,n m,-ba/-bas-,"1. Bellen, Gebell 2. Lärm"
140,baskija,n f,-e/-a-,Nagel
141,bašno,n m,,Hahn
142,bašta,n f,-e/-a-,Garten
143,baštovani,n m,-ija/-es-,Gärtner
144,bavlal,n m,-a/-es-,Wind
145,baxt,n f,,1. Glück 2. Freude
146,baxtalipa,n m,-pa/-pas-,1. Glück 2. Freude
147,baxtalo,adj m,,glücklich
148,baxtarela,v tr,-dž-/-d-,"Freude machen, glücklich machen"
149,baxtaribe,n m,-ba/-bas-,"Fröhlichkeit, Glück"
150,beba,n f,-e/-a-,Baby
151,beda,n f,-e/-a-,Elend
152,bedno,adj,,armselig
153,beleška,n f,-e/-a-,"Mitteilung, Notitz"
154,bend,n m,,Band
155,beng,n m,-a/-es-,1. Teufel 2. Übel
156,bengano,adj m,,teuflisch
157,benzini,n m,-ija/-es-,Benzin
158,berš,n m,-a/-es-,Jahr
159,besedinela,v itr,-dž-/-mo,"predigen, reden"
160,bešela,v itr,-t-/-t-,1. sich hinsetzen 2. bleiben 3. wohnen
161,besplatno,adv mod,,"umsonst, gratis"
162,bezbedno,adj m,,sicher
163,bezbedno,adv mod,,sicher
164,bezobrazno,adj,,"unverschämt, frech"
165,bezuspešno,adj,,1. erfolglos 2. hilflos
166,bibalengro,adj m,,glatzköpfig
167,bibaxtalo,adj m,,1. unglücklich 2. böse
168,biber,n m,,Pfeffer
169,bibučakro,adj m,,arbeitslos
170,bič,n m,,Peitsche
171,bičačutno,adj m,,falsch
172,bičeravdo,adj m,,roh
173,bičeresro,adj m,,heimatlos
174,bičhalela,v tr,-dž-/-d-,schicken
175,bidevlesro,adj m,,gottlos
176,bidžandipe,n m,-pa/-pas-,Unwissen
177,bijandipe,n m,-pa/-pas-,Geburt
178,bijando dive,n phr m,,Geburtstag
179,bijanela,v tr/itr,-dž-/-d-,1. gebären 2. geboren werden
180,bijav,n m,-a/-es-,Hochzeit
181,bik,n m,,Stier
182,bikibe,n m,-ba/-bas-,Verkauf
183,biknela,v tr,-dž-/-d-,verkaufen
184,biknibe,n m,-ba/-bas-,Verkauf
185,bikorisno,adj,,wertlos
186,bilačhipe,n m,-pa/-pas-,"Schwierigkeiten, Ärger"
187,bilačipe,n m,-pa/-pas-,"Schwierigkeiten, Ärger"
188,biladžakoro,adj m,,schamlos
189,biľka,n f,-e/-a-,"Pflanze, Kraut (Kräuter)"
190,biľno,adj,,Kräuter-
191,bilo ked,adv temp,,wann auch immer
192,bilo ko,pron indef,,1. wer auch immer 2. irgendeiner
193,bilo kova,pron indef,,irgendwer
194,bilo kuri,adv loc,,1. irgendwo 2. wohin auch immer
195,bilo sar,adv mod,,wie auch immer
196,bilondo,adj m,,ungesalzen
197,bilondžardo,adj m,,ungesalzen
198,biľuštimo,adj m,,ungeschält
199,bipendžardo,adj m,,unbekannt
200,biš,num card,,zwanzig
201,biser,n m,,Perle
202,bisojbasro,adj m,,schlaflos
203,bišto,num ord,,zwanzigste
204,bistrela,v tr,-dž-/-d-,vergessen
205,bivšo,adj,,"früherer, voriger (von zweien)"
206,biženimo,adj m,,unverheiratet
207,biznis,n m,,Geschäft
208,bizo,prep,,ohne
209,bizo razlogo,adv mod,,grundlos
210,bizo sumňa,adv mod,,zweifellos
211,blagoslovinela,v tr,-dž-/-mo,segnen
212,bledo,n m,-ja/-os-,Blässe
213,bledo,adj,,"blass, bleich"
214,bledonela,v tr,-dž-/-d-,weißen
215,bluza,n f,-e/-a-,Bluse
216,bogiňe,n f pl,,Windpocken
217,boja,n f,-e/-a-,Farbe
218,bojimo,adj m,,farbig
219,bokali,n m,-ija/-es-,Schüssel
220,bokalo,adj m,,hungrig
221,bokhalo,adj m,,hungrig
222,bokhaľovela,v itr,-dž-/-d-,hungrig sein
223,bolnica,n f,-e/-a-,Krankenhaus
224,bor,n m,,Kiefer
225,boranija,n f,-e/-a-,Fisole
226,bori,n f,-ja/-ja-,1. Schwiegertochter 2. Braut
227,boršim,n m,-a/-es-,Regen
228,boršimalo,adj m,,regnerisch
229,božanstven,adj,,göttlich
230,bračno,adj,,"ehelich, Ehe-"
231,braninela,v tr,-dž-/-mo,"verteidigen, schützen, beschützen"
232,braun,adj,,braun
233,brego,n m,-ja/-os-,1. Hügel 2. Bergrücken
234,breza,n f,-e/-a-,Birke
235,brezobraznipe,n m,,Frechheit
236,brezobrazno,adj,,frech
237,briga,n f,-e/-a-,1. Sorge 2. Besorgnis 3. Angst
238,brijači,n m,-ija/-es-,Rasiermesser
239,brijinela,v tr,-dž-/-mo,jmd./etw. rasieren
240,brijinela pe,v phr itr,,sich rasieren
241,brininela,v itr,-dž-/-mo,sich sorgen
242,brlogo,n m,-ja/-os-,"Suhle, Pfuhl"
243,brodo,n m,-ja/-os-,Schiff
244,broj,n m,,"1. Zahl, Nummer 2. Größe, Ausmaß"
245,brojinela,v tr,-dž-/-mo,aufzählen
246,brusalica,n f,-e/-a-,Schleifstein
247,bubrego,n m,-ja/-os-,Niere
248,bubuličav,adj,,pustelig
249,bučno,adj,,lärmend
250,budalasto,adj,,blöd
251,bukva,n m,,Buche
252,bul,n f,,Hintern
253,bunari,n m,-ija/-es-,Brunnen
254,buninela,v itr,-dž-/-mo,aufwiegeln
255,bušavo,adj,,buschig
256,but,adj indef,,"1. viel, viele 2. so viel 3. zu viel"
257,but brlogo,n phr m,,Misthaufen
258,but puti,adv indef,,"mehrmals, einige Male"
259,bute bojengro,adj m,,bunt
260,buti,n f,-ja/-ja-,"1. Arbeit, Arbeitsplatz, Anstellung 2. Aufgabe"
261,buto,n m,-ja/-os-,Oberschenkel
262,buva,n f,-e/-a-,Floh
263,buvľarela,v tr,-dž-/-d-,erweitern
264,buvlo,adj m,,breit
265,buvľola,v itr,-il-/-il-,breit werden
266,buzni,n f,-ja/-ja-,Ziege
267,čače,adv mod,,1. tatsächlich 2. richtig
268,čačipase,adv mod,,"1. sicher, gewiss 2. wirklich"
269,čačipe,n m,-pa/-pas-,1. Wahrheit 2. Wirklichkeit 3. Recht 4. Gerechtigkeit
270,čačo,adj m,,wahr
271,čačutno,adj m,,echt
272,čadela,v itr,"-∅-, -indž-/-ind-","kotzen, sich übergeben"
273,čadž,n f,,Ruß
274,čadžavo,adj,,rußig
275,čaj,n m,,Tee
276,čak,adv mod,,sogar
277,čam,n f,,Wange
278,čamco,n m,-ja/-os-,Boot
279,čar,n f,,Gras
280,čaŕa,n f pl,,Wiese
281,čaralo,adj m,,"grasig, grasbewachsen"
282,čarapa,n f,-e/-a-,Strumpf
283,časno,adj,,1. ehrlich 2. ehrenwert
284,časno,adv mod,,ehrlich
285,čast,n m,,Ehre
286,čavesro pherno,n phr m,,Windeln
287,čavka,n f,-e/-a-,Vogel
288,čavo,n m,-e/-es-,Kind
289,čavorikano dživdipe,n m,-pa/-pas-,Kindheit
290,čeba,n f,-e/-a-,Decke
291,čedela,v tr,"-∅-, -indž-/-ind-","1. sammeln, einsammeln 2. aufheben"
292,čedibe,n m,,"Treffen, Versammlung"
293,cedinela,v tr,-dž-/-mo,"quetschen, durchpressen, auspressen"
294,čekič,n m,,Hammer
295,čelavno,n m,-e/-es-,1. Spieler 2. Tänzer
296,čeľela,v itr,-dž-/-d-,1. tanzen 2. spielen
297,čeľibe,n m,-ba/-bas-,1. Tanz 2. Spiel
298,celo,adj m,,"ganz, vollständig"
299,cena,n f,-e/-a-,Preis
300,čeni,n f,-ja/-ja-,Ohrring
301,ceninela,v tr,-dž-/-mo,schätzen
302,centar,n m,,"Mitte, Zentrum"
303,čer,n m,-a/-es-,Haus
304,čeral,adv loc,,von zu Hause
305,čeravdo,adj m,,"1. gekocht 2. kochend, siedend"
306,čeravela,v tr/itr,-dž-/-d-,1. sieden 2. etw. kochen
307,čere,adv loc,,"nach Hause, heim"
308,čerela,v tr,-dž-/-d-,"1. machen, tun 2. arbeiten 3. erzeugen 4. aufbauen"
309,čereni,n f,-ja/-ja-,Stern
310,čereste,adv loc,,zu Hause
311,čerko,adj m,,bitter
312,čestitka,n f,-e/-a-,Gruß
313,često,adj,,häufig
314,često,adv temp,,"oft, regelmäßig"
315,četka,n f,-e/-a-,Bürste
316,četkinela,v tr,-dž-/-mo,bürsten
317,četvrtina,n f,-e/-a-,Viertel
318,četvrtko,n m,-ja/-os-,Donnerstag
319,cevo,n m,-ja/-os-,1. Pfeife 2. Röhre
320,čhadela,v itr,"-∅-, -indž-/-ind-","kotzen, sich übergeben"
321,čhaj,n f,-a/-a-,1. Mädchen (Roma-) 2. Tochter (Roma-)
322,čhavo,n m,-e/-es-,1. Bub (Roma-) 2. Sohn (Roma-) 3. Bräutigam 4. Kind
323,čhavorikano,adj m,,"kindes-, Kinder-"
324,čhavorikano dživdipe,n phr m,,Kindheit
325,čher,n m,-a/-es-,Haus
326,čheral,adv loc,,von zu Hause
327,čhere,adv loc,,"1. nach Hause, heim 2. zu Hause, daheim"
328,čhereste,adv loc,,zu Hause
329,čhib,n m,-a/-es-,1. Zunge 2. Sprache
330,čhibjakro,adj,,"wörtlich, mündlich"
331,čhil,n m,-a/-es-,1. Fett 2. Talg 3. Schmierfett
332,čhinavela,v tr,-dž-/-d-,zerbrechen (etw.)
333,čhinela,v tr,-dž-/-mo,schneiden
334,čhivela,v tr,-dž-/-d-,stellen
335,čhor,n f,,Bart
336,čhoŕalo,adj m,,bärtig
337,čhorela,v itr,-dž-/-d-,gießen
338,čhorela asva,v phr itr,,"weinen, Tränen vergießen"
339,čhov,n f,,Bart
340,čhungar,n m,-a/-es-,"Speichel, Spucke"
341,čhungarela,v itr,-dž-/-d-,spucken
342,čhurik,n f,,Messer
343,čib,n m,-a/-es-,1. Zunge 2. Sprache
344,čibjakro,adj,,"wörtlich, mündlich"
345,cidela,v tr,"-∅-, -indž-/-ind-",ziehen
346,cigara,n f,-e/-a-,Zigarette
347,cigla,n f,-e/-a-,Ziegel
348,čik,n f,,Schlamm
349,ciľ,n m,,1. Zweck 2. Ziel
350,čil,n m,-a/-es-,1. Fett 2. Talg 3. Schmierfett
351,činela,v tr,-dž-/-mo,"kaufen, einkaufen, erwerben"
352,čiňenica,n f,-e/-a-,Tatsache
353,činibe,n m,-ba/-bas-,Kauf
354,čiral,n m,-a/-es-,Käse
355,čirla,adv temp,,"lange her, vor langer Zeit"
356,čirmo,n m,-e/-es-,Wurm
357,čistinela,v tr,-dž-/-mo,reinigen
358,čisto,adj,,"sauber, rein"
359,čisto,adv mod,,"klar, eindeutig"
360,čitinela,v tr,-dž-/-mo,lesen
361,civilno,adj,,bürgerlich
362,čizma,n f,-e/-a-,Stiefel
363,član,n m,,Mitglied
364,čobani,n m,-ija/-es-,Hirte
365,čokolada,n f,-e/-a-,Schokolade
366,čor,n m,-a/-es-,Dieb
367,čordo,adj m,,gestohlen
368,čorela,v tr,-dž-/-d-,1. stehlen 2. betrügen
369,čoribe,n m,-ba/-bas-,Diebstahl
370,čorolipe,n m,-pa/-pas-,Armut
371,čorolo,adj m,,arm
372,čoroľola,v itr,-il-/-il-,"verarmen, arm werden"
373,čoroľovela,v tr,-dž-/-d-,"arm werden, verarmen"
374,čoši,n m,-ija/-es-,Ecke
375,čovjalo,adj m,,bärtig
376,crevo,n m,-ja/-os-,Darm
377,crtiba,n m,,Zeichnung
378,crtinela,v tr,-dž-/-mo,zeichnen
379,čuči,n f,-ja/-ja-,"weibl. Brust, Busen"
380,čučipe,n m,-pa/-pas-,Leere
381,čučo,adj m,,leer
382,čučo,n f,,Lücke
383,čučola,v itr,-il-/-il-,"leer werden, sich leeren"
384,čudnipe,n m,,Fremdheit
385,čumibe,n m,-ba/-bas-,Kuss
386,čuminela,v tr,-dž-/-mo,küssen
387,čumurso,n m,-e/-es-,Maus
388,čungar,n m,-a/-es-,Speichel
389,čungarela,v itr,-dž-/-d-,spucken
390,čupavo,adj,,zerlumpt
391,čurani,n m,-ija/-es-,Gänserich
392,curinela,v itr,-dž-/-mo,"rinnen, rieseln"
393,čurka,n f,-e/-a-,Gans
394,čurmusesri rupa,n phr f,,Mauseloch
395,čutľivo,adj,,"leise, still"
396,čvarci,n m pl,,Grammeln
397,čvrstvo,adj,,"befestigt, fest, fixiert"
398,dabome,adv mod,,"eher, ziemlich"
399,dad,n m,-a/-es-,Vater
400,daj,n f,-a/-a-,Mutter
401,dajo,n m,,Onkel (mütterlicherseits)
402,dand,n m,-a/-es-,Zahn
403,darajbe,n m,-ba/-bas-,Furcht
404,darala,v itr,-j-/-andil-,"sich fürchten, fürchten"
405,daravdo,adj m,,"ängstlich, verängstigt"
406,daravdžola,v itr,-il-/-il-,sich schrecken
407,daravela,v tr,-dž-/-d-,erschrecken
408,daravipe,n m,-pa/-pas-,Furcht
409,darežľivo,adj,,"großzügig, freigiebig"
410,darutno,adj m,,erschrocken
411,decembro,n m,-ja/-os-,Dezember
412,dela,v tr,"-∅-, -indž-/-ind-","1. geben, übergeben, reichen 2. platzieren 3. liefern 4. bekommen"
413,dela bršim,v phr itr,,1. es regnet 2. es nieselt
414,dela iv,v phr itr,,es schneit
415,dela thav,v phr itr,,tropfen
416,deľibe,n m,,Teilung
417,delinela,v tr,-dž-/-mo,aufteilen
418,deluinela,v tr,-dž-/-mo,bewirken
419,demokratsko,adj m,,demokratisch
420,deo,n m,-ja/-os-,Teil
421,deš,num card,,zehn
422,dešefta,num card,,siebzehn
423,dešeňa,num card,,neunzehn
424,desinela pe,v itr,,passieren
425,desno,adj,,rechte
426,dešofto,num card,,achtzehn
427,dešto,num ord,,zehnte
428,dešuduj,num card,,zwölf
429,dešujek,num card,,elf
430,dešupandž,num card,,fünfzehn
431,dešušov,num card,,sechzehn
432,dešuštar,num card,,vierzehn
433,dešutrin,num card,,dreizehn
434,devel,n m,-a/-es-,1. Gott 2. Himmel (sichtbarer)
435,devlikano,adj m,,göttlich
436,dezolatno,adj,,schäbig
437,dikh,n m,-a/-es-,Aussehen
438,dikhela,v tr,,"1. sehen 2. schauen 3. zusehen, anschauen 4. beobachten 5. betrachten"
439,dikhiba,n m,-ba/-bas-,1. Ansicht 2. Beobachtung
440,dikhutno,adj m,,sichtbar
441,diľindžovela,v itr,-dž-/-d-,verrückt werden
442,diľino,n m,-e/-es-,Dummkopf
443,diľino,adj m,,verrückt
444,dim,n m,,Rauch
445,dimľeno,adj,,geräuchert
446,direktno,adv mod,,direkt
447,direktori,n m,-ija/-es-,Direktor
448,dišinela,v itr,-dž-/-mo,atmen
449,diskusija,n f,-e/-a-,Diskussion
450,diskutirinela,v tr,-dž-/-mo,diskutieren
451,diso,adj indef,,einige
452,diso,adv indef,,einigermaßen
453,diso,pron indef,,etwas
454,distancija,n m,,Entfernung
455,distribucija,n m,,Verteilung
456,dive,n m,-a/-es-,Tag
457,divesro,adj m,,täglich
458,divesro svetlost,n phr m,,Tageslicht
459,divľo balo,n phr m,,Wildschwein
460,dlakavo,adj,,haarig
461,dlan,n m,,Handfläche
462,dobinela,v tr,-dž-/-mo,"1. empfangen, erhalten 2. erlangen"
463,dobit,n m,,Nutzen
464,dodainela,v tr,-dž-/-mo,hinzufügen
465,dodatno,adj,,zusätzlich
466,dodir,n m,,Berührung
467,dogadžaj,n m,,Ereignis
468,dogovor,n m,,"Einigung, Vereinbarung"
469,dok,conj,,1. bis 2. während
470,dokažinela,v tr,-dž-/-mo,1. beweisen 2. verbessern
471,dokle god,prep,,soweit
472,doktori,n m,-ija/-es-,Arzt
473,dokumenti,n m,-ija/-es-,Dokument
474,doľela,prefv tr,-dž-/-d-,"1. fangen, greifen, fassen 2. erreichen"
475,domačinluko,n m,,Gastfreundschaft
476,domačo,adj m,,häuslich
477,domazet,n m,,Gastgeber
478,dopustinela,v tr,-dž-/-mo,erlauben
479,doručko,n m,-ja/-os-,Frühstück
480,dosadibe,n m,,Ärger
481,dosadinela,v tr,-dž-/-mo,erzürnen
482,dosadno,adj m,,langweilig
483,dosna,adj,,letzterer (von zweien)
484,dosna,adv temp,,"neulich, kürzlich, in letzter Zeit"
485,dosta,adv mod,,genug
486,dovoľno,adv mod,,genug
487,dovoľno,adj m,,ausreichend
488,doživinela,v tr,-dž-/-mo,erleben
489,dozvola,n f,-e/-a-,Erlaubnis
490,dozvolinela,v tr,-dž-/-mo,zulassen
491,drago,adj m,,lieb
492,drakh,n f,,Weintraube
493,drakhengro vino,n phr m,,Weinstock
494,dramatično,adj,,dramatisch
495,drumo,n m,-e/-es-,"Landstraße, Weg"
496,društvo,n m,-ja/-os-,Gesellschaft (von Menschen etc.)
497,država,n f,-e/-a-,Staat
498,duboko,adj,,tief
499,dučana,n f,-e/-a-,"Geschäft, Laden"
500,dudum,n m,-a/-es-,Kürbis
501,duga,n f,-e/-a-,Regenbogen
502,dugačko,adj m,,lang
503,dugo,n m,-ja/-os-,Schuld (Geld)
504,dugo,adv temp,,seit langem
505,dugujinela,v tr,-dž-/-mo,schulden
506,duh,n m,,1. Gespenst 2. Geist
507,duj,num card,,zwei
508,duj hiľade,num card,,zweitausend
509,duj puti,num mult,,zweimal
510,duje-mujengoro,adj m,,"betrügerisch, falsch"
511,dujto,num ord,,zweite
512,dukh,n m,-a/-es-,1. Schmerz 2. Kummer
513,dukhajbe,n m,-ba/-bas-,Leid
514,dukhala,v itr,-j-/-andil-,schmerzen
515,dukhavdo,adj m,,schmerzhaft
516,dukhavela,v tr,-dž-/-d-,"verletzen, kränken, Schmerz zufügen"
517,dumo,n m,-e/-es-,Rücken
518,duplirinela,v tr,-dž-/-mo,verdoppeln
519,duplo,adj,,doppelt
520,dur,adj,,weit
521,dur,adv loc,,"weit, fern"
522,dural,adv loc,,von weitem (her)
523,duša,n f,-e/-a-,1. Geist 2. Seele
524,dušel,num card,,zweihundert
525,duvan,n m,,Tabak
526,dužina,n f,-e/-a-,Länge
527,dužnost,n m,,Pflicht
528,dvogodišno,adj,,zweijährig
529,džaketa,n f,-e/-a-,Hemd
530,džala,v itr,-j-/-andil-,"1. gehen 2. weggehen, wegfahren, abreisen"
531,džami,n m,-ija/-es-,1. Glas (Material) 2. Fenster
532,džamutro,n m,-e/-es-,Schwiegersohn
533,džandipe,n m,-pa/-pas-,Wissen
534,džanela,v tr,-dž-/-d-,wissen
535,dženeti,n m,-ija/-es-,Himmel (relig.)
536,džepa,n f,-e/-a-,Hosentasche
537,džeralo,adj m,,ohne Kopfbedeckung
538,dži akana,adv temp,,bisher
539,dži kuri,adv mod,,teilweise
540,džigde,adv loc,,"irgendwo, irgendwohin"
541,džiľajbe,n m,-ba/-bas-,Gesang
542,džiľavela,v tr,-dž-/-d-,singen
543,džiľi,n f,-ja/-ja-,Lied
544,dživdinela,v itr,-dž-/-mo,leben
545,dživdipe,n m,-pa/-pas-,Leben
546,dživdo,adj m,,1. lebend 2. lebhaft
547,džubre,n m,,"Müll, Unrat"
548,džučel,n m,-a/-es-,Hund
549,džus,n m,,Saft
550,džuv,n f,,Laus
551,džuvľano,adj m,,fraulich
552,džuvli,n f,-ja/-ja-,"Frau, Dame"
553,džuvlikane,adv mod,,"weiblich, fraulich"
554,džuvľikano,adj m,,weiblich
555,efektivno,adj,,"tüchtig, effizient"
556,efta,num card,,sieben
557,eftato,num ord,,siebente
558,eftavardeš,num card,,siebzig
559,egoistično,adj indef,,"egoistisch, selbstsüchtig"
560,ekonomično,adj m,,"ökonomisch, wirtschaftlich"
561,ekonomija,n m,,Wirtschaft
562,ekvaš,n m,-a/-es-,Hälfte
563,ekvaš,num fract,,halb
564,električno,adj,,elektrisch
565,elokventno,adj,,"beredt, wortreich"
566,emocionalno,adj,,"emotional, gefühlsbetont"
567,eňa,num card,,neun
568,eňato,num ord,,neunte
569,eňavardeš,num card,,neunzig
570,erat,adv temp,,diese Nacht
571,erati,adv temp,,über Nacht
572,erotsko,adj,,erotisch
573,etično,adj,,ethisch
574,etničko,adj,,ethnisch
575,familija,n f,-e/-a-,Familie
576,farbadžija,n m,,Maler
577,farma,n f,-e/-a-,Bauernhof
578,farmeri,n m,-ija/-es-,Bauer
579,februar,n m,,Februar
580,fer,adj,,"unparteiisch, fair, gerecht"
581,figura,n f,-e/-a-,Gestalt
582,fiksirano,adj,,"befestigt, fixiert"
583,financijsko,adj,,finanziell
584,fioka,n m,,Schublade
585,fizičko,adj,,körperlich
586,flauta,n f,-e/-a-,Flöte
587,forma,n f,-e/-a-,Form
588,formirinela,v tr,-dž-/-mo,"bilden, darstellen"
589,foro,n m,-e/-es-,Stadt
590,fostani,n m,-ija/-es-,Kleid
591,fotografi,n m,-ija/-es-,Foto
592,frdela,v tr,"-∅-, -indž-/-ind-",1. werfen 2. schlagen
593,frigidno,adj,,frigide
594,funduni škola,n phr f,,"Volksschule, Grundschule"
595,furaž,n m,,Futter (tier.)
596,gačice,n f pl,,Unterwäsche
597,gadži,n f,-ja/-ja-,1. Nicht-Roma-Frau 2. Ehefrau (nicht-Roma-)
598,gadžibe,n m,,Schießen
599,gadžikani čhaj,n phr f,,1. Mädchen (nicht-Roma) 2. Tochter (nicht-Roma)
600,gadžikano,adj m,,Nicht-Roma-
601,gadžikano čhavo,n phr m,,1. Bub (nicht-Roma-) 2. Sohn (nicht-Roma-)
602,gadžo,n m,-e/-es-,Ehemann (nicht-Roma-)
603,gajinela,v tr,-dž-/-mo,ernähren
604,gajtani,n f,-ja/-ja-,"1. Borte, Seil 2. Kabel"
605,garavde,adv mod,,heimlich
606,garavdo,adj m,,versteckt
