Index,Entry Word,Part of Speech,Affix,Definition
940,pale,part vb,,back
941,pale,conj,,"and (conj. after nouns), on the other hand (conj. after nouns)"
942,pale,adv mod,,"anew, again"
943,pale del,partv,,give back
944,pale resel,partv,,get back
945,palikerel,v itr,,"1. thank 2. salute, greet"
946,palpale,part vb,,back
947,panď,num card,,five
948,pandž,num card,,five
949,pani,n m,,"1. water 2. river, lake"
950,paňi,n m,,"1. water 2. river, lake"
951,panro,adj m,,white
952,papin,n f,,goose
953,papin,n m,,goose
954,paradičomi zumi,n phr,,tomato soup
955,paramiči,n f,,"tale, fairy-tale"
956,parašťujve,n f,,Friday
957,parno,adj m,,white
958,parno ďes,n phr,,broad daylight
959,paruvel,v tr,,exchange
960,paruvel pe,v itr,,get transformed
961,pas,prep,,"near, beside"
962,paš,num fract,,half
963,paša,adv loc,,nearby
964,pašal,adv loc,,nearby
965,paše,adv loc,,nearby
966,pašjol,v itr,,"lie, lie down"
967,pašol,v itr,,"lie, lie down"
968,pašol tele,partv,,"lie down, go to bed"
969,pašvaro,n m,,"rib, flank"
970,paťa,n f,,peace
971,patako,n m,,"streamlet, pond"
972,paťal,v tr,,believe
973,patavo,n m,,1. foot cloth 2. stocking
974,paťivalo,adj m,,honest
975,patraďi,n m,,Easter
976,patrin,n f,,leaf
977,pe,pron refl,,"himself, herself"
978,pe,prep,,on
979,pekel,v tr,,"bake, roast, fry"
980,pekenuca,n m,,"spermophile, prairie-dog"
981,pekenuca,n f,,"spermophile, prairie-dog"
982,peko,adj m,,"baked, roasted, ripe"
983,pel,prep,,on (with pl. art.)
984,pele,n pl,,testicles
985,pen,pron refl,,themselves
986,pengo,pron poss 3 sg m,,reflexive possessive pronoun pl.
987,pengövo,n m,,Hungarian money before 1945
988,per,n m,,"belly, stomach"
989,peř,n m,,"belly, stomach"
990,peravel,v tr,,"let fall, drop"
991,peravel tele,partv,,"let fall, drop"
992,perco,n m,,minute
993,perdal,prep,,"through, over"
994,perdal,adv loc,,"through, over"
995,perdo,adj m,,full
996,perel,v itr,,fall
997,perel leske,v phr,,"fall on it, attack so., begin"
998,pesko,pron poss 3 sg m,,reflexive possessive pronoun sg.
999,Pešta,n f,,Budapest
1000,petalo,n m,,horseshoe
1001,peťol,v itr,,"roast, be roasted, fry"
1002,phabaj,n f,,apple
1003,phabol,v itr,,"1. burn 2. have fever 3. shine, gleam"
1004,phaďol,v itr,,"break, get broken"
1005,phagel,v itr,,burgle
1006,phagel,v tr,,break
1007,phagel ande,partv,,burgle
1008,phagel avri,partv,,rush out
1009,phagel avri,partv,,"break (legs, arms)"
1010,phagel opre,partv,,"break open (door, nut)"
1011,phagel tele,partv,,break off
1012,phago,adj m,,broken
1013,phak,n f,,wing
1014,phal,n f,,"board, plank"
1015,phandel,v tr,,"1. bind 2. close, shut 3. imprison"
1016,phanglo,n m,,prisoner
1017,phanglo perel,v phr,,get imprisoned
1018,phanri,n m,,silk
1019,pharaďol,v itr,,"burst, split"
1020,pharavel,v tr,,"make burst, make split"
1021,phari,adj f,,pregnant
1022,phari perel,v phr,,become pregnant
1023,pharo,adj m,,1. heavy 2. difficult
1024,phen,n f,,sister
1025,pheň,n f,,sister
1026,phenel,v tr,,"say, tell"
1027,pherarel,v tr,,fill
1028,pherďarel,v tr,,fill
1029,pherdo,adj m,,full
1030,pherel,v itr,,fill
1031,pherel,v tr,,fill
1032,phiravel,v tr,,1. wear 2. carry
1033,phirel,v itr,,"walk, wander"
1034,phivli,n f,,widow
1035,phivli romňi,n phr,,widow
1036,phivlo,adj m,,widowed
1037,phivlo,n m,,widower
1038,phral,n m,,brother
1039,phu,n f,,earth
1040,phurd,n f,,bridge
1041,phurdel,v itr,,blow
1042,phurdel pe avri,v phr,,recover one's breath
1043,phurdimaski,n f,,whistle (instrument)
1044,phurdini,n f,,gun
1045,phuri,n f,,old woman
1046,phuri dej,n phr,,grandmother
1047,phuri romňi,n phr,,old woman
1048,phurimo,n m,,old age
1049,phuripe,n m,,old age
1050,phurisajvel,v itr,,grow old
1051,phuro,n m,,old man
1052,phuro,adj m,,old (living creatures)
1053,phuro rom,n phr,,old man
1054,phus,n m,,straw
1055,phusalo,adj m,,"of straw, straw-laden"
1056,phutrel,v tr,,"1. open 2. loosen, undo"
1057,phuv,n f,,earth
1058,phuvali,n f,,potatoes
1059,piavel,v tr,,1. give to drink 2. suckle
1060,pibe,n m,,drink
1061,piben,n m,,drink
1062,pidzel,v tr,,"push, pull, squeeze into"
1063,piel,v tr,,1. drink 2. smoke
1064,piel opre ,partv,,suck up
1065,piheninel,v itr,,"rest, repose"
1066,pijaci,n m,,market
1067,pijavel,v tr,,"1. give to drink, water 2. suckle, breastfeed"
1068,piko,adj,,a few
1069,pili,n f,,widow
1070,pilo,n m,,widower
1071,pilo,adj m,,widowed
1072,pinca,n f,,cellar
1073,pindžardo,n m,,"friend, acquainted person"
1074,pipa,n f,,pipe
1075,piparka,n f,,paprika
1076,pipe,n m,,drink
1077,piperi,n m,,pepper
1078,piramno,n m,,lover
1079,pišel,v tr,,milk
1080,pišom,n f,,flea
1081,pišot,n m,,bellows (of animals)
1082,pizdel,v tr,,"push, squeeze into"
1083,pizdel andre,partv,,thrust in
1084,pizdel avri,partv,,push out
1085,pobistrel,v tr,,forget
1086,pohari,n m,,drinking glass
1087,por,n f,,"bowels, guts"
1088,por,n m,,feather
1089,pori,n f,,tail
1090,porik,n f,,tail
1091,poťinel,v tr,,pay
1092,poťinel avri,partv,,pay out
1093,poťinel tele,partv,,pay down
1094,praho,n m,,"dust, sand"
1095,pral,n m,,brother
1096,prindžarel,v tr,,recognize
1097,pruna,n f,,plum
1098,pučel,v tr,,ask
1099,pučhel,v tr,,ask
1100,punro,n m,,"foot, leg"
1101,purno,n m,,"foot, leg"
1102,purum,n f,,onion
1103,pusavel,v tr,,"stab, prick, have sexual intercourse"
1104,puška,n f,,gun
1105,puška del,v phr,,shoot
1106,pustija,n f,,"perdition (only: xal les/tut i pustija), rack (only: xal les/tut i pustija)"
1107,puterdo,adj m,,open
1108,putrel,v tr,,"1. open 2. loosen, undo"
1109,ragij,v tr,,chew
1110,raginel,v tr,,chew
1111,raj,n m,,"lord, gentleman"
1112,rajkane gada,n phr,,distinguished garment
1113,rajkano,adj m,,gentlemanly
1114,raǩi,n f,,"girl (non-Gypsy), daughter (non-Gypsy)"
1115,rakľi,n f,,"girl (non-Gypsy), daughter (non-Gypsy)"
1116,raklo,n m,,"boy (non-Gypsy), son (non-Gypsy), young man (non-Gypsy)"
1117,rama,n m,,1. time 2. weather
1118,rama,n f,,1. time 2. weather
1119,randel,v tr,,"1. scrape, scratch 2. shave"
1120,raňi,n f,,lady
1121,rapaji,n m,,carrot
1122,rašaj,n m,,priest
1123,rat,n m,,blood
1124,raťi,n f,,"night, evening"
1125,raťi kerďol,v phr,,night is falling
1126,reme,n m,,1. time 2. weather
1127,reme,n f,,1. time 2. weather
1128,resel,v itr,,1. arrive 2. reach
1129,reťija,n f,,"brandy, spirits"
1130,rici,n f,,pitch
1131,ricij,n f,,pitch
1132,ricin,n f,,pitch
1133,ril,n f,,fart
1134,rin,n m,,"rasp, file"
1135,rinčedo,adj m,,rancid
1136,rito,n m,,meadow
1137,robo,n m,,prisoner
1138,rodel,v tr,,"1. seek, search for 2. earn money"
1139,roj,n f,,spoon
1140,rojindo,adj pp m,,weeping
1141,roǩa,n f,,skirt
1142,röktön,adv temp,,at once
1143,rom,n m,,"1. Gypsy, man (Gypsy) 2. husband (Gypsy)"
1144,romano,adj m,,Gypsy-
1145,romňi,n f,,"Gypsy woman, woman (Gypsy), wife (Gypsy)"
1146,romňori,n f,,"little woman, little wife"
1147,romoro,n m,,"little man, young man"
1148,romungro,n m,,Hungarian Gypsies
1149,ronďinel,v itr,,thunder
1150,rovel,v itr,,"weep, cry"
1151,rovipe,n m,,"weeping, crying"
1152,rovľardo,n m,,detective
1153,ru,n m,,wolf
1154,rucij ,v itr,,be bored by
1155,rucij pe,v itr,,be bored by
1156,rucisarel,v itr,,be bored by
1157,rucisarel pe,v itr,,be bored by
1158,rumisajvel,v itr,,go bad
1159,rumisarel,v tr,,"destroy, spoil"
1160,rup,n m,,1. silver 2. Forint (Hungarian money)
1161,rupuno,n m,,Forint (Hungarian money)
1162,rupuno,adj m,,of silver
1163,rušel,v itr,,"be angry, grow angry"
1164,rušlo,adj m,,angry
1165,sa,adv temp,,always
1166,sa,pron indef,,all
1167,šaj,part mod,,"can, may, it is possible"
1168,sako,adj m,,"each, every"
1169,sako,pron indef,,everybody
1170,sakokaj,adv loc,,everywhere
1171,salavari,n m,,"curb bit, bridle"
1172,sama ,n f,,notice (only: sama lel)
1173,sama lel,v phr,,"guard, take care of"
1174,sano,adj m,,"thin, lean, slim"
1175,sap ,n m,,snake
1176,sar,conj,,"when, while"
1177,sar,part comp,,"as, like, than (after comparative)"
1178,sar,pron int,,how
1179,šargo,adj m,,yellow
1180,šarkaňi,n m,,dragon
1181,šarko,n m,,"corner, heel"
1182,sasrano,adj m,,of iron
1183,sasri,n m,,iron
1184,sasruno,adj m,,of iron
1185,sasťarel,v tr,,cure
1186,sasto,adj m,,"healthy, sound"
1187,sasťol,v itr,,"cure, heal, recover"
1188,sastro,n m,,father-in-law
1189,sasuj,n f,,mother-in-law
1190,satruno,adj m,,of iron
1191,savo,pron rel,,which
1192,savo,pron int,,1. which 2. which kind of
1193,šegitinel,v tr,,help
1194,šel,num card,,hundred
1195,šelengo,n m,,Hundred Forint note (Hungarian banknote)
1196,šelo,n m,,rope
1197,šelto,num ord,,hundredth
1198,semo,n m,,small fruit
1199,serelmešo,adj m,,enamoured
1200,serelmešo perel,v phr,,fall in love
1201,šero,n m,,"1. head 2. piece, head (vegetables)"
1202,siďarel,v itr,,hurry
1203,sig,adv mod,,"soon, quickly"
1204,sigo,adv mod,,"soon, quickly"
1205,sikavel,v tr,,show
1206,šil,n m,,cold
1207,šilalo,adj m,,cold
1208,simaďi,n f,,"pawn, pledge"
1209,šing,n m,,horn
1210,šingalo,n m,,gendarme
1211,sintaca,n f,,German Gypsy (woman)
1212,sinto,n m,,German Gypsy
1213,šipirka,n f,,lizard
1214,šipurka,n f,,lizard
1215,sir,n f,,garlic
1216,siťol,v tr,,"1. learn 2. get accustomed, get used"
1217,sizno,n f,,virgin
1218,slobodo ,adj m,,allowed (only: naj slobodo)
1219,so,pron rel,,"that, which"
1220,so,pron int,,what
1221,šo,num card,,six
1222,šoha,adv temp,,never
1223,somnakaj,n m,,gold
1224,somnakuno,adj m,,golden
1225,somsido,n m,,neighbour
1226,sontno,adj m,,holy
1227,šonut,n m,,moon
1228,soro,adj m,,whole
1229,sořo,adj m,,whole
1230,šoro,n m,,"1. head 2. piece, head (vegetables)"
1231,soske,pron int,,why
1232,soske,pron int,,why
1233,šošoj,n m,,hare
1234,sostar,pron int,,why
1235,sostin,n,,"pants, drawers"
1236,sovel,v itr,,sleep
1237,šovengi,n f,,revolver
1238,šovengo,n m,,revolver
1239,šovto,num ord,,sixth
1240,štar,num card,,four
1241,štarako,num ord,,fourth
1242,stungo,adv loc,,left
1243,stungo,adj m,,left
1244,šudro,adj m,,cold
1245,šudrol,v itr,,"get cold, catch cold"
1246,šukar,adj,,"nice, beautiful"
1247,šukar,adv,,"well, beautifully"
1248,šukarimo,n m,,beauty
1249,šukaripe,n m,,beauty
1250,šukaripo,n m,,beauty
1251,šuklo,adj m,,sour
1252,šuko,adj m,,dry
1253,sulma,n f,,straw
1254,šunďol,v itr,,"be heard, sound"
1255,šunel,v tr,,"hear, listen"
1256,sung,n f,,"smell, odour"
1257,sungal,v tr,,smell
1258,suno,n m,,dream
1259,suno dikhel,v phr,,dream
1260,šuťol,v itr,,become dry
1261,suv,n f,,needle
1262,šuvlo,adj m,,swollen
1263,t',conj,,and (before vowels)
1264,tado,adj m,,"boiled, cooked"
1265,tahara,adv temp,,tomorrow
1266,taj,conj,,and
1267,tal,prep,,"1. under, beneath 2. during, within 3. from beneath"
1268,tanači,n m,,municipal council
1269,tanalkozinel,v itr,,"meet, encounter, occur"
1270,tanitokiňa,n f,,she-teacher
1271,tanitovo,n m,,teacher
1272,tardi,n f,,"brandy, spirits"
1273,tasavel,v tr,,"choke, strangle"
1274,tasol,v itr,,"1. choke, get drowned 2. cough"
1275,tati mol,n phr,,mulled wine
1276,tato,adj m,,"warm, hot"
1277,taťol,v itr,,"become warm, perspire"
1278,tavasi,n m,,springtime
1279,tavel,v tr,,cook
1280,te,conj,,"1. if 2. so that, in order to"
1281,te,part,,particle of the infinitive-construction
1282,te,conj,,and
1283,te,adv mod,,"also, too"
1284,tehara,adv temp,,in the morning
1285,tehara,adv temp,,tomorrow
1286,tehe,adv temp,,tomorrow
1287,tejari,n m,,plate for eating
1288,tel,prep,,"1. under, beneath 2. during, within 3. from beneath"
1289,telal,adv loc,,"down, below"
1290,telal,prep,,from beneath
1291,tele,part vb,,down
1292,tele,adv loc,,"down, below"
1293,tele bešel,partv,,sit down
1294,tele lel,partv,,"take down, take off"
1295,tele perel,partv,,fall down
1296,tele peťol,partv,,get burnt
1297,teluno,adj m,,"under, nether"
1298,terňarel,v tr,,rejuvenate
1299,ternimo,n m,,youth
1300,ternipe,n m,,youth
1301,terno,adj m,,young
1302,terňol,v itr,,grow young again
1303,tero,n m,,dagger
1304,tešto,n m,,body
1305,than,n m,,bed
1306,than,n m,,place
1307,than,n m,,bed
1308,thav,n m,,thread
1309,thavdel,v itr,,flow
1310,them,n m,,country
1311,thol,v tr,,put
1312,thovel,v tr,,wash
1313,thovel pe,v itr,,"wash, have a wash"
1314,thu,n m,,smoke
1315,thud,n m,,milk
1316,thudalo,adj m,,"milky, prepared with milk"
1317,thulo,adj m,,"thick, fat"
1318,thulomas,n m,,"lard, bacon"
1319,thuv,n m,,smoke
1320,thuvalo,adj m,,smoky
1321,thuvarel,v itr,,"smoke, be smoky"
1322,tiro,pron poss 2 sg m,,your (sg.)
1323,ťiro,pron poss 2 sg m,,your (sg.)
1324,ťo,pron poss 2 sg m,,your (sg.)
1325,tojaša,n f,,egg
1326,tojaši,n,,egg
1327,törtineto,n m,,story
1328,tover,n m,,axe
1329,tradel,v tr,,drive
1330,tradel avri,partv,,drive out
1331,trajo,n m,,life
1332,tranda,num card,,thirty
1333,tras,n f,,fear
1334,traš,n f,,fear
1335,trasta,n f,,haversack
1336,trejij,v itr,,live
1337,trenda,num card,,thirty
1338,tresta,n f,,haversack
1339,trin,num card,,three
1340,trito,num ord,,third
1341,trival,num mult,,three times
1342,tro,pron poss 2 sg m,,your (sg.)
1343,tromal,v tr,,dare
1344,trupo,n m,,body
1345,truš,n f,,thirst
1346,trušajvel,v itr,,become thirsty
1347,tu,pron pers 2 sg,,you (sg.)
1348,tumaro,pron poss 2 sg m,,your (pl.)
1349,tumen,pron pers 2 pl,,you (pl.)
1350,tuňariko,adj m,,dark
1351,tuňariko,n m,,prison
1352,učharel,v tr,,cover
1353,učo,adj m,,high
1354,udar,n m,,door
1355,udvara,n f,,"court, yard"
1356,ulavel,v tr,,"distribute, divide"
1357,umblavel,v tr,,"hang, suspend"
1358,ungrika,adv mod,,"Hungarian, in Hungarian"
1359,ungriko,adj m,,Hungarian
1360,ungro,n m,,Hungarian
1361,unoko,n m,,"grandson, granddaughter"
1362,ural,v itr,,fly
1363,ural opre,partv,,fly up
1364,ural tele,partv,,come down
1365,uravel,v tr,,dress
1366,uravel pe,v itr,,get dressed
1367,ušťel,v itr,,"get up, rise"
1368,užarel,v tr,,wait
1369,vaď,conj,,or
1370,vadasi,n m,,hunter
1371,vadno,adj m,,wild
1372,vaj,conj,,or
1373,vajda,n m,,1. chief of a Gypsy community 2. the Gypsy person charged by the police with responsibility for the quarter
1374,vajki,n m pl,,"adobe, clay"
1375,vakerel,v itr,,"speak, talk, converse"
1376,valovo,adj m,,1. originating from somewhere 2. fitting
1377,varekaj,adv loc,,somewhere
1378,varekana,adv temp,,"some time, in old time"
1379,vareko,pron indef,,somebody
1380,varekon,pron indef,,somebody
1381,varekon,pron indef,,somebody
1382,varesar,adv mod,,in some way
1383,vareso,pron indef,,something
1384,varesosko,pron indef,,of some kind
1385,variso,pron indef,,something
1386,varňuvo,n m,,crow
1387,vaš,prep,,for
1388,vast,n m,,hand
1389,vazdel,v tr,,lift up
1390,vazdel opre,partv,,lift up
1391,vedra,n f,,bucket
1392,veš,n m,,forest
1393,vi,adv mod,,"also, too"
1394,vičinel,v itr,,"1. shout, cry 2. weep"
1395,viďazinel,v tr,,"watch, guard"
1396,vigo,n m,,end
1397,vizitka,n f,,blouse
1398,vlahika,adv mod,,1. in Romanian 2. in Wallachian Gypsy language
1399,vlaho,n m,,1. Rumanian man 2. Wallachian Rom
1400,vlašicka,adv mod,,1. in Romanian 2. in Wallachian Gypsy language
1401,vlaxo,n m,,1. Rumanian man 2. Wallachian Rom
1402,vo,pron pers 3 sg m,,he
1403,voj,pron pers 3 sg f,,she
1404,voja,n f,,"joy, merriness"
1405,vojasa,adv,,"cheerfully, with pleasure"
1406,von,pron pers 3 pl,,they
1407,vonato,n m,,train
1408,vorba,n f,,"1. word, speech 2. language 3. matter"
1409,vorbinel,v itr,,"speak, talk, converse"
1410,vorta,adv mod,,"straight, directly"
1411,vrama,n m,,1. time 2. weather
1412,vrama,n f,,1. time 2. weather
1413,vrema,n f,,1. time 2. weather
1414,vrema,n m,,1. time 2. weather
1415,vreme,n f,,1. time 2. weather
1416,vreme,n m,,1. time 2. weather
1417,vudar,n m,,door
1418,vujica,n f,,street
1419,vulica,n f,,street
1420,vurdon,n m,,cart
1421,vušt,n m,,lip
1422,xaben,n m,,food
1423,xajing,adv mod,,well
1424,xal,v tr,,eat
1425,xal avri,partv,,gnaw a hole into sth.
1426,xal opre,partv,,devour
1427,xal pe,v itr,,quarrel with so.
1428,xal tele,partv,,gnaw off
1429,xalavel,v tr,,rinse
1430,xap,v,,"seize, grasp"
1431,xarbuzo,n m,,musk melon
1432,xarkom,n f,,"copper, brass"
1433,xarkomari,n m,,"policeman, gendarme"
1434,xasajipe,n m,,"destruction, ruin"
1435,xasajipo,n m,,"destruction, ruin"
1436,xasajvel,v itr,,"disappear, get lost"
1437,xinďel,v itr,,shit
1438,xindi,n f,,latrine
1439,xiňel,v itr,,shit
1440,xoji,n f,,anger
1441,xoľarel,v itr,,"be angry, grow angry"
1442,xoľarel,v tr,,anger
1443,xoľi,n f,,anger
1444,xolo,n m,,trousers
1445,xoxamno,n m,,"liar, mendacious"
1446,xoxavel,v tr,,"1. deceive, tell a lie 2. entice, allure"
1447,xu,n f,,hole
1448,xudel,v tr,,"take, seize, receive, catch"
1449,xunavel,v tr,,dig
1450,xurďarel,v tr,,"chop, cut up"
1451,xurdo,adj m,,small
1452,xurďol,v itr,,crumble
1453,xuťel,v itr,,"jump, spring"
1454,xuťel,v itr,,"spring up, fly up"
1455,xuťel opre,partv,,spring up
1456,xuťerel,v tr,,"take, seize"
1457,xuťerel tele,partv,,"hold down, arrest"
1458,xutrel,v itr,,"take, seize"
1459,xutrel tele,partv,,"hold down, arrest"
1460,xuv,n f,,hole
1461,xuvardo,adj m,,"holed, leak"
1462,zalij pe,v itr,,faint
1463,zar,n f,,"hair, pubes"
1464,zarvalo,adj m,,hairy
1465,zedno,adj m,,green
1466,zeja,n pl,,"backside, hip"
1467,zeje,n pl,,"backside, hip"
1468,zelero,adj m,,green
1469,zelnero,adj m,,green
1470,zen,n f,,saddle
1471,zibano,n m,,train
1472,zijan,n,,damage
1473,zor,n f,,strength
1474,zubuno,n m,,coat
1475,žudo,adj m,,living
1476,zumadi,n f,,leaven
1477,zumavel,v tr,,"try, taste"
1478,zumi,n f,,soup
1479,zumipo,n m,,"attempt, trial"
1480,zuralo,adj m,,strong

