Index,Entry Word,Part of Speech,Affix,Definition
38,akana-sig,adv temp,,"presently, by and by, soon afterwards"
39,akarat,adv temp,,tonight
40,akarat,adv temp,,"tonight, this evening"
41,akasavo,adj indef m,,such as this
42,aǩasavo,adj indef m,,such as this
43,akatar,adv loc,,"1. from here (rarely) 2. in this direction, hither, to or towards here 3. hereabouts, in this neighbourhood, in these parts"
44,akathaka,adj indef,,"such and such, so and so"
45,aǩathaǩa,adj indef,,"such and such, so and so"
46,aǩathaǩa ora,n phr,,at such and such a time
47,akava,pron dem m,,this (adjective)
48,akava,pron dem m,,this (predicative)
49,akava čeros,n phr,,on this occasion
50,akava čeros,n phr,,on this occasion
51,Akava Them,n phr,,Wales
52,akava-themeskero,n phr,,welshman
53,akava-themeskero,n phr,,"native of this country, Welshman"
54,akava-themesko,adj m,,Welsh
55,ake,part narr,,"particle introducing sentences in the historic present, when the intention is to bring the scene vividly before the hearer"
56,ake,interj,,"see her! (interjection drawing attention to some person or thing near to the speaker), see now! (interjection drawing attention to some person or thing near to the speaker)"
57,akedesařla,adv temp,,this morning
58,akedives,adv temp,,today
59,akek' o,interj,,here he/it is!
60,akek' oj,interj,,here she/it is!
61,akek' on,interj,,here they are
62,akek' ov,interj,,here he/it is!
63,akesavo,adj indef m,,such as this
64,aǩesavo,adj indef m,,such as this
65,akia,adv mod,,"1. thus, in this manner, hoc modo 2. of this kind, like this, huius modo"
66,akia,pron dem f,,this (adjective)
67,akia,pron dem f,,this (predicative)
68,Alabajna,n f,,"Alabaina (name of  a celebrated Gypsy fortuneteller, daughter of Valentine and granddaughter of Abram Wood)"
69,alabajnako,adj m,,of Alabaina
70,alan,prep,,"1. before, in front of 2. in the presence of"
71,alano,adj m,,"first, foremost, front"
72,alavel,v tr,,"light, kindle, set on fire"
73,alavela,v tr,,"light, kindle, set on fire"
74,alaviben,n m,,"blaze, flame"
75,ale,adv loc,,"forward, on (with verbs of motion)"
76,åle,interj,,"there (only used in offering sth. to so. (sg.)), take it (only used in offering sth. to so. (sg.))"
77,ålen,interj,,"there (only used in offering sth. to so. (pl.)), take it (only used in offering sth. to so. (pl.))"
78,alimangeri,n f,,"kindling, brushwood,  any material used to start a fire rather than the fuel itself"
79,ålo,interj,,"there (only used in offering sth. to so. (sg.)), take it (only used in offering sth. to so. (sg.))"
80,amaja,pron pers 1 pl,,"we also (emphatic), and we (emphatic), we ourselves (emphatic)"
81,amåre,n m pl,,"ours, our family, the Gypsy tribe of Wood"
82,amåro,pron poss 1 sg m,,our
83,ame,pron pers 1 pl,,we
84,an',prep,,"in, within, into (with verbs of motion)"
85,an',adv loc,,"in, within, inside"
86,andel,v tr,,"1. bring, fetch, lead 2. bring out, draw forth, extract 3. bring forth, bear (animals) 4. bring about, cause to come 5. fetch a price 6. bring to terms, appease, propitiate"
87,andel,v tr,,"1. bring, fetch, lead 2. bring out, draw forth, extract 3. bring forth, bear (animals) 4. bring about, cause to come 5. fetch a price 6. bring to terms, appease, propitiate"
88,andel opre,partv,,"1. bring up, educate, rear 2. cure"
89,andela,v tr,,"1. bring, fetch, lead 2. bring out, draw forth, extract 3. bring forth, bear (animals) 4. bring about, cause to come 5. fetch a price 6. bring to terms, appease, propitiate"
90,andela,v tr,,"1. bring, fetch, lead 2. bring out, draw forth, extract 3. bring forth, bear (animals) 4. bring about, cause to come 5. fetch a price 6. bring to terms, appease, propitiate"
91,andela opre,partv,,"1. bring up, educate, rear 2. cure"
92,andela påle,partv,,"bring back, cause to return, restore"
93,andela tale,partv,,"bring down, reduce"
94,anďerel,v tr,,"1. doff, remove clothing or covering 2. unfasten, undo"
95,anďerel pes,v itr,,"strip, undress"
96,anďerela,v tr,,"1. doff, remove clothing or covering 2. unfasten, undo"
97,anďerela pes,v itr,,"strip, undress"
98,andrål,prep,,"1. through 2. throughout, during 3. among, amongst 4. despite, in spite of 5. because of, on account of"
99,andre,prep,,"in, within, into (with verbs of motion)"
100,andre,adv loc,,"in, within, inside"
101,andreeder,adv loc,,further in
102,andžerel,v tr,,"1. doff, remove clothing or covering 2. unfasten, undo"
103,andžerel pes,v itr,,"strip, undress"
104,andžerela,v tr,,"1. doff, remove clothing or covering 2. unfasten, undo"
105,andžerela iza,v phr,,undress
106,andžerela pes,v itr,,"strip, undress"
107,andžeriben,n m,,undressing
108,andžerimasko verdo,n phr,,bathing machine
109,angitera,n f,,1. English person (female) 2. English (language)
110,Angitera,n f,,England
111,angitera ,n m,,English person (male)
112,angitrake grajengere,n phr,,English horse dealer
113,angitrake kåle,n phr,,English Gypsies
114,angitrakeres,adv mod,,in English
115,angitrakeri,n f,,English person (female)
116,angitrakeri,n f,,English person (female)
117,angitrakero,n m,,English person (male)
118,angitrakero,n m,,English person (male)
119,angitrakero ,adj m,,"English, of England, of the english people"
120,angitraki båšimangeri,n phr,,English harp
121,angitraki džuvel,n phr,,English woman
122,angitrako,adj m,,"englisch, of England, of the english people"
123,angitrako lav,n phr,,English word
124,angitrako romimus,n phr,,English Romani
125,Angitrako Them,n phr,,England
126,angitrenge kåle,n phr,,English Gypsies
127,angitres,adv mod,,in English
128,anglan,prep,,"1. before, in front of 2. in the presence of"
129,anglanani rig,n phr,,front
130,anglaneder,adj,,"more advanced, first, foremost"
131,anglano,adj m,,"first, foremost, front"
132,angle,adv loc,,"forward, on (with verbs of motion)"
133,angleeder,adv loc,,"further on, more in advance"
134,Anglesea,n f,,Anglesea
135,angleseakeri,n f,,native of Anglesea (female)
136,angleseakero,n m,,native of Anglesea (male)
137,Angleseaki Phurdž ,n phr,,Menai bridge
138,angleseako,adj m,,of Anglesea
139,ani,part int,,particle introducing Y/N questions
140,ani,conj,,"whether, if"
141,ani...ani,conj,,whether…or
142,ani...o,conj,,whether…or
143,anlal,prep,,"1. before, in front of 2. in the presence of"
144,anlan,prep,,"1. before, in front of 2. in the presence of"
145,anlaneder,adj,,"more advanced, first, foremost"
146,anle,adv loc,,"forward, on (with verbs of motion)"
147,anrål,prep,,"1. through 2. throughout, during 3. among, amongst 4. despite, in spite of 5. because of, on account of"
148,anre,adv loc,,"in, within, inside"
149,anre,prep,,"in, within, into (with verbs of motion)"
150,ar',prep,,"in, within, into (with verbs of motion)"
151,arål,prep,,"1. through 2. throughout, during 3. among, amongst 4. despite, in spite of 5. because of, on account of"
152,arati,adv temp,,"by night, at night"
153,arati,adv temp,,"at night, by night"
154,are,prep,,"in, within, into (with verbs of motion)"
155,are,adv loc,,"in, within, inside"
156,are pesko čeros,n phr,,in his lifetime
157,are phure fokenengo čeros,n phr,,in the time of the old people
158,are phurengo čeros,n phr,,in the time of the old people
159,areeder,adv loc,,further in
160,aša,n f,,ash
161,aša,n f,,ash tree
162,ašako,adj m,,of the ash
163,ašako kåšt,n phr,,ash tree
164,asal,v itr,,"laugh, smile"
165,asal,v itr,,"laugh, smile"
166,asala,v itr,,"laugh, smile"
167,asala,v itr,,"laugh, smile"
168,asala opre,partv,,"jeer at, mock"
169,asala tåp,partv,,"1. jeer at, mock 2. to smile upon"
170,asaviben,n m,,"laughter, smiling"
171,asavimos,n m,,"laughter, smiling"
172,asis,part mod,,can
173,astela,v itr,,"wait, stop"
174,astela,v tr,,"reach, pass, hand over"
175,astis,part mod,,can
176,astiš,part mod,,can
177,åt,part mod,,ought
178,atåp,prep,,"1. on, upon 2. at, by, beside"
179,atavel,v tr,,"pardon, forgive"
180,atavela,v tr,,"pardon, forgive"
181,ataviben,n m,,"pardon, forgiveness, mercy"
182,aua,part,,indeed?
183,aua,part,,yes
184,aua,conj,,"but, still, nevertheless"
185,auali,adv,,"yes, yes indeed, certainly"
186,aura,n f,,hour
187,ava,part,,indeed?
188,ava,part,,yes
189,ava,conj,,"but, still, nevertheless"
190,avali,adv,,"yes, yes indeed, certainly"
191,avel,v itr,,"1. come, arrive 2. happen, come to pass 3. become, grow 4. be transformed into 5. be (imperative future subjunctive imperfect (rarely)), have (with acc. or prep.case), possess (with acc. or prep.case) 6. aux. forming the passive voice"
192,avel,v itr,,"1. come, arrive 2. happen, come to pass 3. become, grow 4. be transformed into 5. be (imperative future subjunctive imperfect (rarely)), have (with acc. or prep.case), possess (with acc. or prep.case) 6. aux. forming the passive voice"
193,avela,v itr,,"1. come, arrive 2. happen, come to pass 3. become, grow 4. be transformed into 5. be (imperative future subjunctive imperfect (rarely)), have (with acc. or prep.case), possess (with acc. or prep.case) 6. aux. forming the passive voice"
194,avela,v itr,,"1. come, arrive 2. happen, come to pass 3. become, grow 4. be transformed into 5. be (imperative future subjunctive imperfect (rarely)), have (with acc. or prep.case), possess (with acc. or prep.case) 6. aux. forming the passive voice"
195,avela andrål,partv,,"come through, experience, suffer"
196,avela andre,partv,,"come in, enter"
197,avela angle,partv,,"1. come forward, advance 2. get on, fare"
198,avela avri,partv,,"come out, issue forth"
199,avela kitanes,partv,,"be reconciled, make up a quarrel"
200,avela opre,partv,,"1. come up, climb up, ascend, sprout, overtake 2. come upon, descend upon a person"
201,bå,n m,,"mate (applied to persons of either sex), friend (applied to persons of either sex)"
202,babengo kher,n phr,,monkey house
203,babengo rukh,n phr,,chili pine
204,babesko,adj m,,of the monkey
205,Babesko Mui,n phr,,descriptive nickname
206,babus,n m,,monkey
207,bagengi patrin,n phr,,burdock
208,bagesko,adj m,,of the monkey
209,bagus,n m,,monkey
210,baj,n f,,sleeve
211,bajdia,n f,,"shippen, shippon"
212,bajeng'riako kočo,n phr,,waistcoat button
213,bajengeri,n f,,waistcoat
214,bajengriako,adj m,,of the waistcoat
215,bajengriako kočo,n phr,,waistcoat button
216,bak'resko mas,n phr,,mutton
217,bakano,adj m,,s. bakano mas
218,bakano mas,n phr,,mutton
219,bakarenge poria,n phr,,catkins
220,bakarenge sapa,n phr,,parasitic worm found in the wool of sheep
221,bakarenge skunia,n phr,,mutton-skewers
222,bakarengeri,n f,,shepherdess
223,bakarengero,n m,,"1. shepherd 2. wart, corn"
224,bakarengi gorlena,n phr,,sheepfold
225,bakarengi kac,n phr,,sheeps-shears
226,bakarengi velgora,n phr,,sheep-fair
227,bakarengo,adj m,,of the sheep
228,bakarengo bolaviben,n phr,,sheep-dipping
229,bakarengo džukel,n phr,,sheep-dog
230,bakarengo kåšt,n phr,,shepherd's crook
231,Bakarengo Lodiben,n phr,,ruin near Trawsfynydd
232,bakarengo moraviben,n phr,,sheep-shearing
233,bakarengo murš,n phr,,shepherd
234,bakarengo than,n phr,,sheepfold
235,bakareske 'kha,n phr,,limpets
236,bakareske hera,n phr,,legs of mutton
237,bakareske luleni,n phr,,sheep's kidneys
238,bakareske pele,n phr,,lambs fry
239,bakareske pele,n phr,,lamb's fry
240,bakareski heroj,n phr,,leg of mutton
241,bakareski makhi,n phr,,cattle fly
242,bakareski morci,n phr,,sheepskinn
243,bakareski pori ,n phr,,hazel catkin
244,bakareski smelta,n phr,,sheep's smelt
245,bakaresko,adj m,,of the sheep
246,bakaresko 'zi,n phr,,sheep's heart
247,bakaresko buko,n phr,,sheep's liver
248,bakaresko čeriklo,n phr,,snipe
249,Bakaresko Gav,n phr,,Llanynghenedl
250,Bakaresko Gav,n phr,,Llanynghenedl
251,bakaresko kial,n phr,,sheep's milk cheese
252,bakaresko påšum,n phr,,sheep's wool
253,bakaresko pošum,n phr,,sheep's wool
254,bakaresko šero,n phr,,1. sheep's head 2. numskull
255,bakari,n f,,ewe
256,bakaro,n m,,sheep
257,bakeresko čeriklo,n phr,,snipe
258,bakeresko piro,n phr,,sheep's trotter
259,bakičengero,adj m,,of lambs
260,bakičengero ,n m,,May
261,bakičengo,adj m,,of lambs
262,bakičengo munþos,n phr,,May
263,bakičesko,adj m,,of the lamb
264,bakičesko peř ,n phr,,tripe
265,bakičo,n m,,lamb
266,bakišesko,adj m,,of the lamb
267,bakišesko kokalo,n phr,,mutton-bone
268,bakišesko kokalo,n phr,,mutton-bone
269,bakišo,n m,,lamb
270,baknasel,v itr,,move backwards
271,baknasela,v itr,,move backwards
272,bal,n m,,hair
273,bal tåp i greski mend,n phr,,mane
274,balane-džukelengo than,n phr,,lion's den
275,Balane-Mindžakeri,n phr,,Nickname of Caroline Wood
276,balane-vasteskero,n phr,,"sly thief, pickpocket,  one who steals by sleight of hand"
277,balani båri stadi,n phr,,busby
278,balani čoxa,n phr,,fur coat
279,balano,n m,,lichen
280,balano,adj m,,"hairy, furry"
281,balano bakaro,n phr,,goat
282,balano džukel,n phr,,1. lion 2. caterpillar
283,balano giv,n phr,,rye
284,balano giv,n phr,,rye
285,balano kåšt,n phr,,fiddle-bow
286,balano menakero,n phr,,fur collar
287,Balano Piro,n phr,,Hereford
288,Balano Piro,n phr,,Hereford
289,balano rašaj,n phr,,hairy caterpillar
290,balano sivimangero,n phr,,hairy caterpillar
291,balano vast,n phr,,"bogy, fiend, devil"
292,balansa,n f,,"1. weight, scale 2. a pound avoirdupois"
293,balansimen,adj,,weighed
294,balanza,n f,,"1. weight, scale 2. a pound avoirdupois"
295,balanza phaba,n phr,,pound of apples
296,balanza putati,n phr,,pound of potatoes
297,balanzakero,n m,,a man of a certain weight
298,balanzasel,v tr,,weigh
299,balanzasel,v tr,,weigh
300,balanzasela,v tr,,weigh
301,balanzasela,v tr,,weigh
302,balanzengero,n m,,"balance, scales, steelyard"
303,balanzimen,adj,,weighed
304,balanzini,v tr,,weigh
305,balanzini,v tr,,weigh
306,Båle Ar' o Thud,n phr,,Machynlleth
307,bålenengo,adj m,,of pigs
308,Bålenge Drabengere,n phr,,pig-poisomers (nickname for the English Gypsies)
309,bålenge penaxåi,n phr,,acorns
310,bålenge slumi,n phr,,sloes
311,bålengeri,n f,,pig-trough
312,bålengeri,n f,,pig maid
313,bålengeri piri,n phr,,pig-trough
314,balengero,n m,,"hair-dresser, barber"
315,bålengero,n m,,"pig drover, pig dealer"
316,bålengi penaxå,n phr,,acorn
317,bålengi velgora,n phr,,pig fair
318,bålengo,adj m,,of pigs
319,bålengo khoro,n phr,,pig-trough
320,bålengo marimangero,n phr,,pig-sticker
321,bålengo mol,n phr,,Irish whiskey
322,bålengo murš,n phr,,pig drover
323,bålengo roxerimaskero,n phr,,pig gelder
324,Bålengo Them,n phr,,Ireland
325,båleske-poriako thuvalo,n phr,,twist tobacco
326,båleskero,n m,,acorn
327,båleski čam,n phr,,pig's cheek
328,båleski hådža,n phr,,pig's paunch
329,båleski heroj,n phr,,ham
330,båleski hodža ,n phr,,pig's tripe
331,båleski morci,n phr,,pigskin
332,baleski morimangeri,n phr,,shaving brush
333,båleski pori,n phr,,twist tobacco
334,båleski rig,n phr,,flitch of bacon
335,båleski rutni,n phr,,pig's snout
336,båleski smelta,n phr,,pig's smelt
337,baleski spinga,n phr,,hairpin
338,baleski spinga,n phr,,hairpin
339,baleski thulimaskeri,n phr,,hair-oil
340,Båleski Vlidža,n phr,,Llanrhaidr ym Mochnant
341,balesko,adj m,,of the hair
342,bålesko,adj m,,of the pig
343,bålesko čam,n phr,,pig's cheek
344,bålesko kher,n phr,,pigsty
345,bålesko kokalo,n phr,,ham bone
346,bålesko mas,n phr,,pork
347,bålesko peř  ,n phr,,pig's paunch
348,bålesko piro,n phr,,pig's trotter
349,bålesko than,n phr,,pigsty
350,bålesko xåben,n phr,,hog-wash
351,bålesko xåxos,n phr,,ham shank
352,båli,n f,,sow
353,båliako,adj m,,of the sow
354,Båliako Gav,n phr,,Amlwch
355,Båliako Gav,n phr,,Amlwch
356,bålišo,n m,,"young pig, sucking pig"
357,bålo,n m,,pig
358,Baloa,n phr,,Bala
359,Baloa,n f,,Bala
360,balovas,n m,,"pigmeat, bacon, ham"
361,balovas kerado,n phr,,boiled bacon
362,baloveski marikli,n phr,,bacon fritter
363,balovesko,adj m,,of bacon
364,banegla,n f,,plant broom
365,båneta,n f,,bonnet
366,bang'riaki poči,n phr,,waistcoat pocket
367,bange-'khengero,n phr,,squint-eyed man
368,bange-herengero,n phr,,bandy-legged man
369,bange-herengero,n phr,,bandy-legged man
370,bange-khengo,n phr,,squint-eyed
371,bange-khengo graj,n phr,,walleyed horse (horse with illness)
372,bange-menakero,n phr,,wrynecked person
373,bange-menaki papin,n phr,,gander
374,bange-moskeri,n phr,,wry-mouthed woman
375,bange-moskero,n phr,,wry-mouthed man
376,bange-nakheskeri,n phr,,crooked-nosed woman
377,bange-nakheskero,n phr,,crooked-nosed man
378,banǧerel,v itr,,"bend, duck"
379,banǧerel,v tr,,"bend, duck"
380,banǧerela,v itr,,"bend, duck"
381,banǧerela,v tr,,"bend, duck"
382,bangeri,n f,,waistcoat
383,bangeriakero,adj m,,of the waistcoat
384,bangeriaki poči,n phr,,waistcoat pocket
385,banges,adv mod,,"crookedly, obliquely, askance"
386,bangi heroj,n phr,,crooked leg
387,bangi ran,n phr,,1. crook 2. crooked stick
388,bangi suv,n phr,,fish-hook
389,bango,adj m,,"crooked, bent, deformed"
390,bango,n m,,"cripple, deformed person"
391,bango dand,n phr,,crooked tooth
392,bango mačeskero,n phr,,fish hook
393,bango nav,n phr,,"nickname, byname"
394,bango nav,n phr,,nickname
395,bango sastarn,n phr,,hook
396,bango vangušto,n phr,,crooked finger
397,Bangra,n f,,Bangor
398,bar,n m,,"stone, precious stone, gem"
399,båř  ,n f,,"1. hedge, fence 2. garden"
400,bar te drabjerel o bålo,n phr,,barium carbonate
401,čå,n m,,"male child, boy, son"
402,čaj,n f,,"female child, daughter, girl (only gypsies and gentlewomen)"
403,čajenge droma,n phr,,girl's ways
404,čajengo,adj m,,of the girls
405,čakanengero,n m,,astrologer
406,čakanengo,adj m,,of the stars
407,čakani rat,n phr,,starry night
408,čakano,adj m,,starry
409,čakano,n m,,star
410,čakerel,v tr,,"tread upon, trample upon"
411,čakerela,v tr,,"tread upon, trample upon"
412,čakero,adj m,,of the girl
413,čaki čaj,n phr,,grandson
414,čako,adj m,,of the girl
415,čako čavo,n phr,,grandson
416,čalavel,v tr,,"1. move, stir 2. touch, handle, interfere with"
417,čalavel pes,v itr,,"move, stir"
418,čalavela,v tr,,"1. move, stir 2. touch, handle, interfere with"
419,čalavela pes,v itr,,"move, stir"
420,čalaviben,n m,,"interference, meddling"
421,čalavimangero,n m,,"meddlesome person, busybody"
422,čalerel pes,v itr,,"satiate one's self, eat or drink to repletion"
423,čalerela pes,v itr,,"satiate one's self, eat or drink to repletion"
424,čaliben,n m,,"interference, meddling"
425,čalo,adj m,,"satieted, full to repletion"
426,čam,n m,,leather
427,čam,n f,,cheek
428,čamengero,n m,,saddller
429,čamengi budika,n phr,,saddler's shop
430,čamengo,adj m,,of leather
431,čameske buiengere,n phr,,leather breeches
432,čameske herengere,n phr,,leather gaiters
433,čameske herengere,n phr,,leather leggings
434,čameski čoxa,n phr,,leather coat
435,čameski dori,n phr,,strap
436,čameski dori,n phr,,strap
437,čameski kišti,n phr,,leather belt
438,čameski kišti,n phr,,leather belt
439,čamesko,adj m,,leathern
440,čamesko kokalo,n phr,,jaw bone
441,čamikanengo,adj m,,of the pancakes
442,čamikaňengo dives,n phr,,Shrove Tuesday
443,čamikani,n f,,pancake
444,čamjako,adj m,,of the cheek
445,čamjerel,v tr,,chew
446,čamjerela,v tr,,chew
447,čamlareski budika,n phr,,butcher's shop
448,čamlaresko,adj m,,of the butcher
449,čamlari,n m,,butcher
450,čamlengero,n m,,butcher
451,čamli,n f pl,,slaughter-house
452,čång,n f,,"1. thigh,  upper part of the leg above the knee 2. knee"
453,čångako,adj m,,of the knee
454,čångako khoro,n phr,,kneecap
455,čångengero,n m,,footstool
456,čångerel,v itr,,kneel
457,čånǧerel,v itr,,kneel
458,čångerela,v itr,,kneel
459,čånǧerela,v itr,,kneel
460,čar,n m,,ashes
461,čår ,n m,,1. grass 2. tobacco
462,čåralo,adj m,,grassy
463,čaravel,v tr,,"1. move, stir 2. touch, handle, interfere with"
464,čaravel pes,v itr,,"move, stir"
465,čaravela,v tr,,"1. move, stir 2. touch, handle, interfere with"
466,čaravela pes,v itr,,"move, stir"
467,čardel,v tr,,"vomit, spew"
468,čardela,v tr,,"vomit, spew"
469,čardela opre,partv,,throw up
470,čardiben,n m,,"vomiting, vomit"
471,čardimasko,adj m,,of the vomiting
472,čardimasko čåro,n phr,,ships basin
473,čarel,v tr,,"praise, commend"
474,čarel,v tr,,"praise, commend"
475,čårel,v tr,,"1. cover 2. cover up, conceal"
476,čårel,v tr,,"1. cover 2. cover up, conceal"
477,čarel pes,v itr,,"boast, brag"
478,čarela,v tr,,"praise, commend"
479,čarela,v tr,,"praise, commend"
480,čårela,v tr,,"1. cover 2. cover up, conceal"
481,čårela,v tr,,"1. cover 2. cover up, conceal"
482,čarela pes,v itr,,"boast, brag"
483,čårengi tušni,n phr,,basket reserved for cups and saucers
484,čårengo,adj m,,of the dishes
485,čaresko,adj m,,of the ashes
486,čåresko,adj m,,of the grass
487,čaresko čåro,n phr,,ashpan
488,čåresko oxtimangero,n phr,,grasshopper
489,čaresko than,n phr,,ashpit
490,čariben,n m,,praise
491,čåriben,n m,,"covering, coverlet"
492,čårimangeri,n f,,cover
493,čårjerel,v itr,,graze
494,čårjerela,v itr,,graze
495,čåro,n m,,"bowl, basin, pail, pan"
496,čåvale vodri,n phr,,palliasses
497,čåvalo,n m,,chaf of oats
498,čåvalo,adj m,,of chaff
499,čavari,n f,,chicken
500,čavariako,adj m,,of the chicken
501,čavariako heroj,n phr,,leg of chicken
502,čavariengo,adj m,,of the chickens
503,čavariengo xåben,n phr,,chicken food
504,čavenge droma,n phr,,boyish ways
505,čavenge droma,n phr,,girl's ways
506,čavengero,adj m,,of the boys
507,čavengo,adj m,,of the boys
508,čaveski čaj,n phr,,granddaughter
509,čavesko,adj m,,of the boy
510,čavesko čavo,n phr,,grandson
511,čavo,n m,,"male child, boy, son"
512,čåvo,n m,,"male child, boy, son"
513,čavore,n m pl,,"children, infants"
514,čavorengo nasvaliben,n phr,,childish ailment
515,čavori,n f,,little girl
516,čavoro,n m,,little boy
517,čeľerela,v itr,,whistle
518,čeľerela,v itr,,whistle
519,čeľeriben,n m,,"whistle, whisteling"
520,čeľerimangeri,n f,,whistle (musical instrument)
521,čeli båšimangeri,n phr,,sound fiddle
522,čeli čoxa,n phr,,coat without a tear
523,čeli turali,n phr,,whole barrel
524,čelo,n m,,"1. rope, cord, strap 2. bridle, halter, reins (pl.)"
525,čelo,adj m,,"1. whole, entire 2. sound, intact, unbroken"
526,čelo buklo,n phr,,"gallon (=4,54 l)"
527,čelo kial,n phr,,a cheese
528,čelo måro,n phr,,loaf of bread
529,čena,n f,,chain
530,čepali xenli,n phr,,keen blade
531,čepalo,adj m,,"pointed, sharp"
532,čepalo,n m,,"point, edge"
533,čeperel,v tr,,sharpen
534,čeperela,v tr,,sharpen
535,čeperimangero,n m,,knife-grinder
536,čepi,n f,,"point, edge"
537,čerikano,adj m,,starry
538,čerikano,n m,,star
539,čeriklako,adj m,,of the henbird
540,čeriklengero,n m,,1. bird fancier 2. scarecrow
541,čeriklengo,adj m,,of the birds
542,čeriklengo džukel,n phr,,"pointer, setter"
543,čeriklengo džukel,n phr,,pointer
544,čeriklengo than,n phr,,aviary
545,Čerikleski Mura,n phr,,Craig Aderyn (near Towyn)
546,čeriklesko,adj m,,of the bird
547,čeriklesko mui,n phr,,beak
548,čeriklesko than,n phr,,bird's nest
549,čerikli,n f,,bird
550,čeriklo,n m,,bird
551,čeriklo te piel o jåre,n phr,,cuckoo
552,čêřla,adv temp,,1. for a long time 2. long ago
553,čêřno,n m,,"plate, saucer"
554,čeros,n m,,"1. time, season 2. chance, opportunity 3. leisure, sufficient time, spare time"
555,Čestra,n f,,Chester
556,čestrake masure,n phr,,the walls of Chester
557,čestrake masure,n phr,,walls of Chester
558,čestrako,adj m,,of Chester
559,čestrako prastiben,n phr,,Chester races
560,či,pron indef,,"1. anything 2. nothing (with negation), nothing (with omission of negation)"
561,či kerela,v phr,,fail to understand
562,či na,pron indef,,nothing
563,či ne,pron indef,,nothing
564,čib,n f,,"1. tongue 2. talk, chat 3. impudence 4. language"
565,čibako,adj m,,of the tongue
566,čibalengeri,n f,,scold
567,čibalengero,n m,,"lawer, preacher"
568,čibalo,adj m,,"talkative, impudent, pert"
569,čibalo,n m,,"talkative person, gossip"
570,čibengero,n m,,linguist
571,čiberel,v tr,,"1. lick 2. speak, speak insolently, scold"
572,čiberela,v tr,,"1. lick 2. speak, speak insolently, scold"
573,čibjerel,v tr,,"1. lick 2. speak, speak insolently, scold"
574,čibjerela,v tr,,"1. lick 2. speak, speak insolently, scold"
575,čiči,pron indef,,"1. anything 2. nothing (with negation), nothing (with omission of negation)"
576,cigajra,n f,,tent
577,cigajrako,adj m,,of the tent
578,čik,n m,,"1. mud, clay, earth, dust, ashes 2. world, earth"
579,čik kaj učerela o moldihuntos opre,n phr,,molehill
580,čikale-panieskeri,n phr,,drain
581,čikaleder,adj,,"dirtier, muddier"
582,čikales,adv mod,,dirtily
583,čikali krafni,n phr,,rusty nail
584,čikali len,n phr,,muddy pond
585,čikali rakli,n phr,,"slut, slattern"
586,Čikali Vlidža,n phr,,Pandy Tudur
587,čikaliben,n m,,"dirtiness, dirty work"
588,čikalo,adj m,,"dirty, muddy, dusty, rusty"
589,čikalo pani,n phr,,muddy water
590,čikat,n m,,forehead
